juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,8,83,6,107,6,101,7,114,7,124,6,111,6.0,104.0,6.0,108.0,6.0,90.0,0.0,0.0,58.0,942.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,171.27272727272728,10.545454545454545
Samba Balloon,6,77,8,121,8,123,8,133,8,132,8,118,8.0,144.0,8.0,136.0,8.0,137.0,0.0,0.0,70.0,1121.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,203.8181818181818,12.727272727272727
Loco Bus,5,40,10,140,10,136,10,144,10,144,10,150,10.0,150.0,10.0,150.0,10.0,150.0,0.0,0.0,85.0,1204.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,218.9090909090909,15.454545454545455
Dragon,9,163,10,184,10,185,10,185,10,188,11,182,10.0,191.0,10.0,185.0,10.0,181.0,0.0,0.0,90.0,1644.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,298.90909090909093,16.363636363636363
Comanche,6,104,9,197,10,230,8,177,7,159,8,172,9.0,202.0,8.0,177.0,8.0,178.0,0.0,0.0,73.0,1596.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,290.1818181818182,13.272727272727273
Ratón Loroco,61,189,83,246,86,265,87,263,86,250,86,261,87.0,263.0,86.0,261.0,87.0,271.0,0.0,0.0,749.0,2269.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,412.54545454545456,136.1818181818182
Remolino,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,0.0,0.0
Rascacielos,6,108,7,122,6,105,6,106,7,125,7,126,7.0,126.0,7.0,124.0,8.0,141.0,0.0,0.0,61.0,1083.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,196.9090909090909,11.090909090909092
Tronco Splash,99,264,138,373,112,307,140,389,128,345,127,369,125.0,318.0,138.0,374.0,142.0,372.0,0.0,0.0,1149.0,3111.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,565.6363636363636,208.9090909090909
Bumperazo,7,99,7,108,7,115,8,134,8,130,8,141,8.0,141.0,8.0,127.0,8.0,130.0,0.0,0.0,69.0,1125.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,204.54545454545453,12.545454545454545
Brincanguro,6,133,7,158,7,164,7,158,7,160,7,165,7.0,156.0,7.0,161.0,7.0,158.0,0.0,0.0,62.0,1413.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,256.90909090909093,11.272727272727273
Moto Bala,0,0,0,0,2,24,15,177,16,187,16,187,16.0,188.0,16.0,188.0,16.0,189.0,0.0,0.0,97.0,1140.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,207.27272727272728,17.636363636363637
Convoy,8,56,11,92,11,112,10,113,10,102,11,105,11.0,89.0,11.0,113.0,11.0,123.0,0.0,0.0,94.0,905.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,164.54545454545453,17.09090909090909
Bumpercitos,7,48,7,90,6,82,7,92,7,96,6,80,7.0,91.0,7.0,91.0,7.0,96.0,0.0,0.0,61.0,766.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,139.27272727272728,11.090909090909092
Bici Magica,7,59,11,124,12,136,12,141,12,128,11,130,12.0,123.0,11.0,124.0,11.0,108.0,0.0,0.0,99.0,1073.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,195.0909090909091,18.0
Polo Norte,10,41,11,68,10,71,13,88,11,64,12,74,11.0,63.0,12.0,79.0,12.0,78.0,0.0,0.0,102.0,626.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,113.81818181818181,18.545454545454547
Sol De Mi Barrio,5,41,9,191,6,225,3,248,3,240,3,259,3.0,255.0,3.0,231.0,6.0,254.0,0.0,0.0,41.0,1944.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,353.45454545454544,7.454545454545454
Tifón,7,104,8,118,8,119,8,117,8,116,8,120,8.0,120.0,8.0,120.0,8.0,120.0,0.0,0.0,71.0,1054.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,191.63636363636363,12.909090909090908
Carrusel,6,159,10,350,10,388,10,363,10,354,10,365,10.0,304.0,10.0,328.0,11.0,405.0,0.0,0.0,87.0,3016.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,548.3636363636364,15.818181818181818
Trencito,3,87,7,247,6,210,7,273,7,238,7,240,7.0,264.0,7.0,249.0,7.0,252.0,0.0,0.0,58.0,2060.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,374.54545454545456,10.545454545454545
El Revoloteo,4,77,7,152,7,150,7,151,7,153,7,150,7.0,153.0,7.0,154.0,7.0,154.0,0.0,0.0,60.0,1294.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,235.27272727272728,10.909090909090908
Guerra Pirata,6,58,8,169,8,175,8,175,8,174,8,185,8.0,180.0,8.0,183.0,8.0,178.0,0.0,0.0,70.0,1477.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,268.54545454545456,12.727272727272727
Faro Saltarín,3,42,9,129,9,118,9,129,9,119,9,132,9.0,123.0,9.0,131.0,9.0,122.0,0.0,0.0,75.0,1045.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,190.0,13.636363636363637
El Relámpago,20,137,33,240,36,274,36,262,36,279,36,267,34.0,271.0,35.0,255.0,36.0,277.0,0.0,0.0,302.0,2262.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,411.27272727272725,54.90909090909091
Casichoco,5,62,6,122,5,142,6,174,5,137,5,142,6.0,156.0,6.0,157.0,7.0,197.0,0.0,0.0,51.0,1289.0,2022-07-10,False,Ninguno,25.0,14.0,Patchy rain possible,0,234.36363636363637,9.272727272727273
