juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,0.0,0.0
Samba Balloon,7,19,6,41,7,57,5,14,6,43,5,33,7.0,32.0,6.0,11.0,0.0,0.0,0.0,0.0,49.0,250.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,45.45454545454545,8.909090909090908
Loco Bus,4,28,10,74,6,64,10,54,10,63,8,40,8.0,49.0,9.0,51.0,0.0,0.0,0.0,0.0,65.0,423.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,76.9090909090909,11.818181818181818
Dragon,10,129,16,264,15,233,15,226,14,173,15,135,15.0,171.0,15.0,158.0,0.0,0.0,0.0,0.0,115.0,1489.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,270.72727272727275,20.90909090909091
Comanche,4,41,3,46,10,236,9,200,10,214,11,197,9.0,109.0,6.0,44.0,0.0,0.0,0.0,0.0,62.0,1087.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,197.63636363636363,11.272727272727273
Ratón Loroco,0,0,0,0,4,16,69,203,72,219,72,201,72.0,185.0,54.0,141.0,0.0,0.0,0.0,0.0,343.0,965.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,175.45454545454547,62.36363636363637
Remolino,41,203,72,367,72,351,72,354,72,356,47,250,48.0,171.0,30.0,110.0,0.0,0.0,0.0,0.0,454.0,2162.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,393.09090909090907,82.54545454545455
Rascacielos,6,104,9,162,9,162,9,160,9,159,8,109,9.0,121.0,9.0,92.0,0.0,0.0,0.0,0.0,68.0,1069.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,194.36363636363637,12.363636363636363
Tronco Splash,77,232,144,418,143,383,124,327,136,384,141,410,102.0,273.0,45.0,104.0,0.0,0.0,0.0,0.0,912.0,2531.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,460.1818181818182,165.8181818181818
Bumperazo,7,184,7,193,7,210,7,209,7,200,7,196,7.0,196.0,7.0,191.0,0.0,0.0,0.0,0.0,56.0,1579.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,287.09090909090907,10.181818181818182
Brincanguro,7,136,7,152,7,137,7,131,7,131,5,61,6.0,100.0,7.0,134.0,0.0,0.0,0.0,0.0,53.0,982.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,178.54545454545453,9.636363636363637
Moto Bala,5,60,18,216,18,216,18,213,18,216,18,216,18.0,214.0,16.0,192.0,0.0,0.0,0.0,0.0,129.0,1543.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,280.54545454545456,23.454545454545453
Convoy,7,30,13,49,10,39,8,35,9,39,7,29,10.0,51.0,9.0,29.0,0.0,0.0,0.0,0.0,73.0,301.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,54.72727272727273,13.272727272727273
Bumpercitos,3,23,7,36,7,25,7,25,8,56,7,38,7.0,32.0,7.0,41.0,0.0,0.0,0.0,0.0,53.0,276.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,50.18181818181818,9.636363636363637
Bici Magica,6,42,8,50,8,25,8,53,8,40,8,33,9.0,84.0,9.0,80.0,0.0,0.0,0.0,0.0,64.0,407.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,74.0,11.636363636363637
Polo Norte,6,35,10,40,10,29,11,34,11,36,11,44,10.0,36.0,10.0,28.0,0.0,0.0,0.0,0.0,79.0,282.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,51.27272727272727,14.363636363636363
Sol De Mi Barrio,2,14,6,36,4,16,6,31,9,72,9,105,8.0,57.0,9.0,65.0,0.0,0.0,0.0,0.0,53.0,396.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,72.0,9.636363636363637
Tifón,7,100,8,118,9,124,9,123,9,128,9,127,8.0,115.0,8.0,111.0,0.0,0.0,0.0,0.0,67.0,946.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,172.0,12.181818181818182
Carrusel,6,51,10,61,11,71,9,54,11,63,11,68,12.0,71.0,11.0,50.0,0.0,0.0,0.0,0.0,81.0,489.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,88.9090909090909,14.727272727272727
Trencito,5,39,7,185,7,234,6,98,7,180,7,189,7.0,112.0,7.0,101.0,0.0,0.0,0.0,0.0,53.0,1138.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,206.9090909090909,9.636363636363637
El Revoloteo,5,96,7,145,8,167,8,167,7,146,8,164,8.0,151.0,7.0,138.0,0.0,0.0,0.0,0.0,58.0,1174.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,213.45454545454547,10.545454545454545
Guerra Pirata,7,98,10,199,7,114,9,151,8,113,9,106,9.0,102.0,10.0,129.0,0.0,0.0,0.0,0.0,69.0,1012.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,184.0,12.545454545454545
Faro Saltarín,7,55,11,99,11,111,10,87,11,118,10,97,11.0,103.0,10.0,90.0,0.0,0.0,0.0,0.0,81.0,760.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,138.1818181818182,14.727272727272727
El Relámpago,15,89,34,236,29,218,34,235,34,253,34,259,22.0,166.0,22.0,159.0,0.0,0.0,0.0,0.0,224.0,1615.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,293.6363636363636,40.72727272727273
Casichoco,6,23,6,62,8,42,7,43,7,21,6,13,7.0,42.0,8.0,26.0,0.0,0.0,0.0,0.0,55.0,272.0,2022-10-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,49.45454545454545,10.0
