juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,44,5,77,6,101,4,70,5,87,6,116,4.0,75.0,5.0,88.0,0.0,0.0,0.0,0.0,40.0,658.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,119.63636363636364,7.2727272727272725
Samba Balloon,6,43,7,109,7,115,7,134,6,110,7,123,7.0,121.0,7.0,124.0,0.0,0.0,0.0,0.0,54.0,879.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,159.8181818181818,9.818181818181818
Loco Bus,10,111,10,140,10,139,10,153,10,150,10,160,10.0,150.0,10.0,146.0,0.0,0.0,0.0,0.0,80.0,1149.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,208.9090909090909,14.545454545454545
Dragon,11,163,13,238,12,225,12,231,12,229,12,232,5.0,98.0,12.0,204.0,0.0,0.0,0.0,0.0,89.0,1620.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,294.54545454545456,16.181818181818183
Comanche,8,101,8,160,8,173,8,179,7,149,9,190,7.0,149.0,9.0,198.0,0.0,0.0,0.0,0.0,64.0,1299.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,236.1818181818182,11.636363636363637
Ratón Loroco,56,146,81,223,86,246,80,231,85,240,76,217,56.0,169.0,84.0,234.0,0.0,0.0,0.0,0.0,604.0,1706.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,310.1818181818182,109.81818181818181
Remolino,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,0.0,0.0
Rascacielos,7,107,7,123,7,125,7,121,7,123,9,161,9.0,161.0,8.0,144.0,0.0,0.0,0.0,0.0,61.0,1065.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,193.63636363636363,11.090909090909092
Tronco Splash,56,146,138,382,151,410,161,429,164,428,171,447,162.0,429.0,179.0,494.0,0.0,0.0,0.0,0.0,1182.0,3165.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,575.4545454545455,214.9090909090909
Bumperazo,5,58,7,168,7,194,6,170,7,199,6,170,7.0,187.0,7.0,182.0,0.0,0.0,0.0,0.0,52.0,1328.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,241.45454545454547,9.454545454545455
Brincanguro,5,90,7,161,7,161,7,165,7,163,7,165,7.0,164.0,7.0,166.0,0.0,0.0,0.0,0.0,54.0,1235.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,224.54545454545453,9.818181818181818
Moto Bala,14,150,16,185,17,198,17,198,17,198,16,189,17.0,199.0,17.0,202.0,0.0,0.0,0.0,0.0,131.0,1519.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,276.1818181818182,23.818181818181817
Convoy,9,76,12,114,13,130,12,169,12,114,12,166,8.0,91.0,11.0,133.0,0.0,0.0,0.0,0.0,89.0,993.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,180.54545454545453,16.181818181818183
Bumpercitos,7,49,7,82,8,96,8,100,6,71,8,99,8.0,100.0,8.0,94.0,0.0,0.0,0.0,0.0,60.0,691.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,125.63636363636364,10.909090909090908
Bici Magica,5,25,12,131,12,132,12,137,12,133,12,131,12.0,125.0,11.0,114.0,0.0,0.0,0.0,0.0,88.0,928.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,168.72727272727272,16.0
Polo Norte,6,34,11,66,11,79,11,72,11,76,11,68,11.0,63.0,12.0,74.0,0.0,0.0,0.0,0.0,84.0,532.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,96.72727272727273,15.272727272727273
Sol De Mi Barrio,0,0,7,70,8,157,5,180,3,182,3,233,2.0,166.0,4.0,195.0,0.0,0.0,0.0,0.0,32.0,1183.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,215.0909090909091,5.818181818181818
Tifón,8,115,7,90,8,119,8,120,5,75,5,73,8.0,116.0,8.0,118.0,0.0,0.0,0.0,0.0,57.0,826.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,150.1818181818182,10.363636363636363
Carrusel,6,81,8,193,7,166,8,195,7,199,7,202,7.0,180.0,7.0,170.0,0.0,0.0,0.0,0.0,57.0,1386.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,252.0,10.363636363636363
Trencito,4,84,8,255,7,253,7,260,7,247,7,250,7.0,260.0,7.0,247.0,0.0,0.0,0.0,0.0,54.0,1856.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,337.45454545454544,9.818181818181818
El Revoloteo,6,126,7,156,7,157,7,161,7,160,7,162,7.0,165.0,7.0,160.0,0.0,0.0,0.0,0.0,55.0,1247.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,226.72727272727272,10.0
Guerra Pirata,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,0.0,0.0
Faro Saltarín,9,95,9,111,9,114,9,112,9,109,9,107,9.0,112.0,9.0,100.0,0.0,0.0,0.0,0.0,72.0,860.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,156.36363636363637,13.090909090909092
El Relámpago,20,134,36,283,36,286,36,263,34,275,24,188,36.0,279.0,20.0,140.0,0.0,0.0,0.0,0.0,242.0,1848.0,2022-08-13,False,Ninguno,25.0,14.0,Moderate or heavy rain shower,0,336.0,44.0
