juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,3,8,6,48,7,38,6,34,0,0,1,12,4.0,20.0,3.0,7.0,0.0,0.0,0.0,0.0,30.0,167.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,30.363636363636363,5.454545454545454
Samba Balloon,3,8,4,14,6,34,6,27,1,3,1,4,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,25.0,96.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,17.454545454545453,4.545454545454546
Loco Bus,1,3,5,30,9,79,9,60,0,0,0,0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,30.0,194.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,35.27272727272727,5.454545454545454
Dragon,4,27,9,120,10,186,5,60,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,393.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,71.45454545454545,5.090909090909091
Comanche,0,0,11,121,11,151,7,93,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,365.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,66.36363636363636,5.2727272727272725
Ratón Loroco,7,16,68,193,71,202,51,142,0,0,0,0,0.0,0.0,18.0,49.0,0.0,0.0,0.0,0.0,215.0,602.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,109.45454545454545,39.09090909090909
Remolino,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,0.0,0.0
Rascacielos,0,68,6,97,6,75,6,0,0,0,0,0,6.0,29.0,2.0,5.0,0.0,0.0,0.0,0.0,26.0,274.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,49.81818181818182,4.7272727272727275
Tronco Splash,7,18,66,175,54,139,47,124,0,0,0,0,32.0,69.0,11.0,24.0,0.0,0.0,0.0,0.0,217.0,549.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,99.81818181818181,39.45454545454545
Bumperazo,2,18,7,45,8,57,8,128,2,30,0,0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,28.0,281.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,51.09090909090909,5.090909090909091
Brincanguro,3,15,7,108,6,118,5,77,0,0,0,0,5.0,91.0,6.0,38.0,0.0,0.0,0.0,0.0,32.0,447.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,81.27272727272727,5.818181818181818
Moto Bala,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,0.0,0.0
Convoy,6,16,7,21,6,12,7,19,0,0,4,9,2.0,14.0,4.0,15.0,0.0,0.0,0.0,0.0,36.0,106.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,19.272727272727273,6.545454545454546
Bumpercitos,2,14,6,24,7,34,5,11,0,0,2,5,2.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,27.0,95.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,17.272727272727273,4.909090909090909
Bici Magica,2,12,8,27,9,49,8,45,0,0,6,38,8.0,34.0,1.0,2.0,0.0,0.0,0.0,0.0,42.0,207.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,37.63636363636363,7.636363636363637
Polo Norte,1,3,8,34,9,28,5,19,0,0,4,7,3.0,4.0,4.0,10.0,0.0,0.0,0.0,0.0,34.0,105.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,19.09090909090909,6.181818181818182
Sol De Mi Barrio,0,0,3,15,8,63,5,44,0,0,0,0,0.0,0.0,4.0,31.0,0.0,0.0,0.0,0.0,20.0,153.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,27.818181818181817,3.6363636363636362
Tifón,2,16,6,64,9,95,7,74,0,0,0,0,4.0,33.0,5.0,36.0,0.0,0.0,0.0,0.0,33.0,318.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,57.81818181818182,6.0
Carrusel,3,19,7,36,8,43,8,40,0,0,5,62,5.0,39.0,4.0,22.0,0.0,0.0,0.0,0.0,40.0,261.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,47.45454545454545,7.2727272727272725
Trencito,1,5,7,91,7,97,5,87,0,0,0,0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,23.0,303.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,55.09090909090909,4.181818181818182
El Revoloteo,0,0,6,72,7,123,4,54,0,0,0,0,1.0,4.0,5.0,28.0,0.0,0.0,0.0,0.0,23.0,281.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,51.09090909090909,4.181818181818182
Guerra Pirata,0,0,7,104,7,90,7,114,0,0,0,0,0.0,0.0,3.0,29.0,0.0,0.0,0.0,0.0,24.0,337.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,61.27272727272727,4.363636363636363
Faro Saltarín,4,16,9,86,9,72,9,47,0,0,5,11,4.0,20.0,3.0,9.0,0.0,0.0,0.0,0.0,43.0,261.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,47.45454545454545,7.818181818181818
El Relámpago,4,18,16,87,30,207,15,99,0,0,0,0,0.0,0.0,6.0,27.0,0.0,0.0,0.0,0.0,71.0,438.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,79.63636363636364,12.909090909090908
Casichoco,0,0,3,18,5,54,6,22,0,0,0,0,2.0,8.0,3.0,11.0,0.0,0.0,0.0,0.0,19.0,113.0,2022-06-09,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,20.545454545454547,3.4545454545454546
