juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,54,5,78,4,71,5,89,5,93,4,76,4.0,68.0,4.0,64.0,0.0,0.0,0.0,0.0,36.0,593.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,107.81818181818181,6.545454545454546
Samba Balloon,6,53,7,67,6,88,7,91,6,93,6,82,6.0,62.0,7.0,87.0,0.0,0.0,0.0,0.0,51.0,623.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,113.27272727272727,9.272727272727273
Loco Bus,3,33,8,113,8,95,8,100,9,87,9,124,8.0,124.0,8.0,104.0,0.0,0.0,0.0,0.0,61.0,780.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,141.8181818181818,11.090909090909092
Dragon,13,123,15,240,15,284,15,290,15,260,15,275,15.0,283.0,15.0,251.0,0.0,0.0,0.0,0.0,118.0,2006.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,364.72727272727275,21.454545454545453
Comanche,6,61,10,171,9,209,9,204,9,203,9,195,9.0,200.0,9.0,199.0,0.0,0.0,0.0,0.0,70.0,1442.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,262.1818181818182,12.727272727272727
Ratón Loroco,34,94,82,238,79,226,82,230,82,239,82,227,78.0,223.0,85.0,251.0,0.0,0.0,0.0,0.0,604.0,1728.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,314.1818181818182,109.81818181818181
Remolino,20,78,46,184,72,378,72,389,72,391,72,396,72.0,348.0,72.0,357.0,0.0,0.0,0.0,0.0,498.0,2521.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,458.3636363636364,90.54545454545455
Rascacielos,6,71,9,160,9,158,9,160,9,160,9,162,9.0,139.0,9.0,161.0,0.0,0.0,0.0,0.0,69.0,1171.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,212.9090909090909,12.545454545454545
Tronco Splash,39,106,126,351,128,332,136,354,135,386,138,344,137.0,378.0,136.0,388.0,0.0,0.0,0.0,0.0,975.0,2639.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,479.8181818181818,177.27272727272728
Bumperazo,7,173,7,189,7,193,7,207,7,201,7,203,7.0,205.0,7.0,202.0,0.0,0.0,0.0,0.0,56.0,1573.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,286.0,10.181818181818182
Brincanguro,4,28,7,154,7,156,7,165,7,168,7,163,7.0,166.0,7.0,168.0,0.0,0.0,0.0,0.0,53.0,1168.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,212.36363636363637,9.636363636363637
Moto Bala,13,108,18,207,18,212,18,208,18,213,18,211,19.0,223.0,18.0,209.0,0.0,0.0,0.0,0.0,140.0,1591.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,289.27272727272725,25.454545454545453
Convoy,9,32,14,87,11,82,14,102,14,79,13,95,13.0,117.0,10.0,71.0,0.0,0.0,0.0,0.0,98.0,665.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,120.9090909090909,17.818181818181817
Bumpercitos,6,25,8,72,8,97,8,102,8,79,8,101,9.0,105.0,9.0,112.0,0.0,0.0,0.0,0.0,64.0,693.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,126.0,11.636363636363637
Bici Magica,5,21,9,91,9,102,9,101,9,63,10,101,9.0,94.0,10.0,96.0,0.0,0.0,0.0,0.0,70.0,669.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,121.63636363636364,12.727272727272727
Polo Norte,11,35,10,48,10,58,10,56,11,65,12,78,10.0,63.0,12.0,67.0,0.0,0.0,0.0,0.0,86.0,470.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,85.45454545454545,15.636363636363637
Sol De Mi Barrio,1,3,9,47,9,139,5,161,4,213,4,361,4.0,289.0,8.0,145.0,0.0,0.0,0.0,0.0,44.0,1358.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,246.9090909090909,8.0
Tifón,6,49,10,155,10,156,10,157,10,155,10,156,10.0,157.0,10.0,155.0,0.0,0.0,0.0,0.0,76.0,1140.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,207.27272727272728,13.818181818181818
Carrusel,10,56,11,152,10,207,10,136,11,111,10,145,10.0,258.0,10.0,304.0,0.0,0.0,0.0,0.0,82.0,1369.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,248.9090909090909,14.909090909090908
Trencito,7,102,7,158,7,258,7,262,7,278,7,269,8.0,309.0,8.0,313.0,0.0,0.0,0.0,0.0,58.0,1949.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,354.3636363636364,10.545454545454545
El Revoloteo,5,86,8,158,8,164,8,180,8,174,8,182,8.0,177.0,8.0,176.0,0.0,0.0,0.0,0.0,61.0,1297.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,235.8181818181818,11.090909090909092
Guerra Pirata,3,36,7,112,8,159,8,171,8,145,8,154,8.0,154.0,8.0,140.0,0.0,0.0,0.0,0.0,58.0,1071.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,194.72727272727272,10.545454545454545
Faro Saltarín,7,68,12,134,12,151,11,138,11,128,11,139,11.0,144.0,11.0,132.0,0.0,0.0,0.0,0.0,86.0,1034.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,188.0,15.636363636363637
El Relámpago,17,105,27,205,31,224,32,211,29,196,36,241,36.0,288.0,36.0,278.0,0.0,0.0,0.0,0.0,244.0,1748.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,317.8181818181818,44.36363636363637
Casichoco,4,20,7,92,8,102,8,133,7,102,10,83,8.0,116.0,7.0,91.0,0.0,0.0,0.0,0.0,59.0,739.0,2022-11-05,False,Ninguno,22.0,16.0,Moderate or heavy rain shower,0,134.36363636363637,10.727272727272727
