juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,68,6,97,6,105,5,88,6,108,6,106,6.0,98.0,6.0,101.0,5.0,84.0,0.0,0.0,51.0,855.0,2022-02-06,False,Ninguno,24.0,11.0,Patchy rain possible,0,155.45454545454547,9.272727272727273
Samba Balloon,6,38,8,91,8,125,8,126,8,114,8,130,8.0,120.0,8.0,135.0,8.0,122.0,0.0,0.0,70.0,1001.0,2022-02-06,False,Ninguno,24.0,11.0,Patchy rain possible,0,182.0,12.727272727272727
Loco Bus,5,33,12,76,11,97,12,89,12,92,11,88,11.0,99.0,11.0,87.0,12.0,105.0,0.0,0.0,97.0,766.0,2022-02-06,False,Ninguno,24.0,11.0,Patchy rain possible,0,139.27272727272728,17.636363636363637
Dragon,11,156,12,223,12,219,11,203,12,209,12,208,10.0,177.0,12.0,215.0,12.0,197.0,0.0,0.0,104.0,1807.0,2022-02-06,False,Ninguno,24.0,11.0,Patchy rain possible,0,328.54545454545456,18.90909090909091
Comanche,9,150,9,180,9,181,9,180,9,186,9,187,9.0,184.0,9.0,181.0,9.0,184.0,0.0,0.0,81.0,1613.0,2022-02-06,False,Ninguno,24.0,11.0,Patchy rain possible,0,293.27272727272725,14.727272727272727
Ratón Loroco,72,205,80,238,82,239,82,231,86,244,82,244,84.0,254.0,85.0,247.0,86.0,249.0,0.0,0.0,739.0,2151.0,2022-02-06,False,Ninguno,24.0,11.0,Patchy rain possible,0,391.09090909090907,134.36363636363637
Remolino,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-02-06,False,Ninguno,24.0,11.0,Patchy rain possible,0,0.0,0.0
Rascacielos,8,83,8,137,8,141,8,141,8,141,8,142,8.0,142.0,8.0,134.0,8.0,136.0,0.0,0.0,72.0,1197.0,2022-02-06,False,Ninguno,24.0,11.0,Patchy rain possible,0,217.63636363636363,13.090909090909092
Tronco Splash,20,57,102,283,30,80,105,282,90,238,55,144,96.0,266.0,102.0,267.0,106.0,279.0,0.0,0.0,706.0,1896.0,2022-02-06,False,Ninguno,24.0,11.0,Patchy rain possible,0,344.72727272727275,128.36363636363637
Bumperazo,4,47,8,114,10,152,10,157,10,166,11,175,11.0,168.0,11.0,177.0,11.0,178.0,0.0,0.0,86.0,1334.0,2022-02-06,False,Ninguno,24.0,11.0,Patchy rain possible,0,242.54545454545453,15.636363636363637
