juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,2,33,6,103,6,111,6,105,5,93,6,109,6.0,110.0,6.0,106.0,6.0,97.0,0.0,0.0,74.0,1270.0,2022-12-04,False,Ninguno,21.0,13.0,Patchy rain possible,0,194.27272727272728,11.181818181818182
Samba Balloon,4,26,6,88,7,122,7,121,8,142,8,153,8.0,137.0,7.0,125.0,7.0,99.0,0.0,0.0,95.0,1461.0,2022-12-04,False,Ninguno,21.0,13.0,Patchy rain possible,0,224.9090909090909,14.272727272727273
Loco Bus,7,32,8,107,7,117,8,120,9,140,8,140,8.0,139.0,9.0,131.0,7.0,104.0,0.0,0.0,109.0,1497.0,2022-12-04,False,Ninguno,21.0,13.0,Patchy rain possible,0,229.72727272727272,16.363636363636363
Dragon,12,209,15,292,15,286,15,289,15,287,15,276,15.0,284.0,15.0,290.0,15.0,285.0,0.0,0.0,149.0,2794.0,2022-12-04,False,Ninguno,21.0,13.0,Patchy rain possible,0,481.09090909090907,25.545454545454547
Comanche,8,113,7,156,10,226,9,206,8,185,10,220,8.0,180.0,9.0,201.0,9.0,200.0,0.0,0.0,81.0,1729.0,2022-12-04,False,Ninguno,21.0,13.0,Patchy rain possible,0,310.54545454545456,14.454545454545455
Ratón Loroco,38,101,60,183,72,222,80,229,84,246,90,294,89.0,269.0,90.0,249.0,101.0,314.0,0.0,0.0,988.0,2900.0,2022-12-04,False,Ninguno,21.0,13.0,Patchy rain possible,0,455.1818181818182,153.8181818181818
Remolino,23,89,60,311,72,399,72,403,72,407,72,448,72.0,379.0,72.0,383.0,72.0,282.0,0.0,0.0,640.0,3273.0,2022-12-04,False,Ninguno,21.0,13.0,Patchy rain possible,0,579.4545454545455,111.54545454545455
Rascacielos,5,76,9,162,9,162,9,162,9,162,9,162,9.0,160.0,9.0,162.0,9.0,162.0,0.0,0.0,102.0,1531.0,2022-12-04,False,Ninguno,21.0,13.0,Patchy rain possible,0,263.72727272727275,16.272727272727273
Tronco Splash,66,177,151,408,155,407,154,425,155,425,162,420,158.0,402.0,160.0,447.0,158.0,421.0,0.0,0.0,1399.0,3733.0,2022-12-04,False,Ninguno,21.0,13.0,Patchy rain possible,0,660.4545454545455,247.0909090909091
Bumperazo,4,43,6,156,6,155,6,146,6,160,6,160,6.0,156.0,6.0,150.0,6.0,160.0,0.0,0.0,80.0,2006.0,2022-12-04,False,Ninguno,21.0,13.0,Patchy rain possible,0,299.27272727272725,12.0
