juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,3,24,5,64,7,112,7,84,6,76,7,58,5.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,457.0,2022-08-12,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,83.0909090909091,7.2727272727272725
Samba Balloon,1,2,5,71,7,91,7,77,7,62,7,72,5.0,30.0,2.0,23.0,0.0,0.0,0.0,0.0,41.0,428.0,2022-08-12,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,77.81818181818181,7.454545454545454
Loco Bus,0,0,6,50,4,30,5,54,5,61,5,60,3.0,10.0,1.0,4.0,0.0,0.0,0.0,0.0,29.0,269.0,2022-08-12,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,48.90909090909091,5.2727272727272725
Dragon,7,44,12,182,12,211,12,200,12,212,12,195,7.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1174.0,2022-08-12,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,213.45454545454547,13.454545454545455
Comanche,4,23,9,163,9,175,8,164,9,183,8,141,6.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,981.0,2022-08-12,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,178.36363636363637,9.636363636363637
Ratón Loroco,26,79,82,253,77,222,79,243,82,239,80,228,26.0,77.0,7.0,17.0,0.0,0.0,0.0,0.0,459.0,1358.0,2022-08-12,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,246.9090909090909,83.45454545454545
Remolino,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-12,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,0.0,0.0
Rascacielos,5,36,7,90,8,141,8,141,8,141,8,140,6.0,107.0,1.0,4.0,0.0,0.0,0.0,0.0,51.0,800.0,2022-08-12,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,145.45454545454547,9.272727272727273
Tronco Splash,30,81,82,222,139,396,128,338,132,333,137,388,139.0,380.0,16.0,49.0,0.0,0.0,0.0,0.0,803.0,2187.0,2022-08-12,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,397.6363636363636,146.0
Bumperazo,2,7,6,105,6,171,6,158,6,166,6,157,6.0,160.0,3.0,79.0,0.0,0.0,0.0,0.0,41.0,1003.0,2022-08-12,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,182.36363636363637,7.454545454545454
