juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,0,0,3,13,6,70,3,18,6,32,4,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,145.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,26.363636363636363,4.0
Samba Balloon,1,2,4,12,6,36,7,27,7,29,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,117.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,21.272727272727273,5.090909090909091
Loco Bus,1,3,5,17,9,44,10,61,4,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,155.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,28.181818181818183,5.2727272727272725
Dragon,0,0,8,81,8,109,12,111,5,45,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,346.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,62.90909090909091,6.0
Comanche,2,6,8,106,7,57,7,62,5,57,4,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,322.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,58.54545454545455,6.0
Ratón Loroco,14,42,36,116,34,98,35,102,26,82,19,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,492.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,89.45454545454545,29.818181818181817
Remolino,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,0.0,0.0
Rascacielos,4,26,6,56,5,38,6,56,4,26,3,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,231.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,42.0,5.090909090909091
Tronco Splash,36,97,66,153,51,124,27,70,11,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,471.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,85.63636363636364,34.72727272727273
Bumperazo,1,4,6,68,8,117,8,109,7,108,7,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,510.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,92.72727272727273,6.7272727272727275
Brincanguro,3,25,6,85,6,91,5,101,6,64,4,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,442.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,80.36363636363636,5.454545454545454
Moto Bala,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,0.0,0.0
Convoy,0,0,7,20,9,44,9,39,5,12,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,126.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,22.90909090909091,6.0
Bumpercitos,1,1,3,9,7,32,6,26,4,21,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,18.181818181818183,4.545454545454546
Bici Magica,3,11,6,30,6,31,7,44,6,20,3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,159.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,28.90909090909091,5.636363636363637
Polo Norte,0,13,6,22,9,21,8,9,7,16,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,81.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,14.727272727272727,6.7272727272727275
Sol De Mi Barrio,0,0,2,5,5,28,7,39,7,32,5,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,146.0,2022-03-10,False,Ninguno,26.0,15.0,Patchy rain possible,0,26.545454545454547,4.7272727272727275
