juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,22,5,54,5,81,5,78,5,85,5,83,5.0,73.0,5.0,82.0,0.0,0.0,0.0,0.0,40.0,558.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,101.45454545454545,7.2727272727272725
Samba Balloon,5,10,7,44,9,97,7,61,7,70,7,49,9.0,57.0,9.0,77.0,0.0,0.0,0.0,0.0,60.0,465.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,84.54545454545455,10.909090909090908
Loco Bus,6,28,10,71,10,62,10,101,10,77,11,81,11.0,89.0,11.0,100.0,0.0,0.0,0.0,0.0,79.0,609.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,110.72727272727273,14.363636363636363
Dragon,5,60,14,217,14,215,14,216,14,225,14,220,14.0,204.0,14.0,212.0,0.0,0.0,0.0,0.0,103.0,1569.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,285.27272727272725,18.727272727272727
Comanche,6,55,9,162,9,168,8,153,9,171,9,167,9.0,171.0,9.0,168.0,0.0,0.0,0.0,0.0,68.0,1215.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,220.9090909090909,12.363636363636363
Ratón Loroco,27,81,72,208,72,210,72,200,72,199,72,196,70.0,196.0,66.0,180.0,0.0,0.0,0.0,0.0,523.0,1470.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,267.27272727272725,95.0909090909091
Remolino,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,0.0,0.0
Rascacielos,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,0.0,0.0
Tronco Splash,30,80,102,302,108,295,108,272,108,267,108,282,108.0,305.0,108.0,312.0,0.0,0.0,0.0,0.0,780.0,2115.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,384.54545454545456,141.8181818181818
Bumperazo,8,107,9,123,9,135,10,144,9,140,10,152,10.0,150.0,10.0,142.0,0.0,0.0,0.0,0.0,75.0,1093.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,198.72727272727272,13.636363636363637
Brincanguro,4,45,4,81,5,115,6,140,7,166,6,139,6.0,141.0,6.0,140.0,0.0,0.0,0.0,0.0,44.0,967.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,175.8181818181818,8.0
Moto Bala,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,0.0,0.0
Convoy,5,16,6,24,7,54,8,41,8,52,10,41,10.0,68.0,10.0,84.0,0.0,0.0,0.0,0.0,64.0,380.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,69.0909090909091,11.636363636363637
Bumpercitos,4,8,8,70,7,83,7,89,7,87,7,80,7.0,83.0,8.0,94.0,0.0,0.0,0.0,0.0,55.0,594.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,108.0,10.0
Bici Magica,6,13,10,81,10,96,9,101,9,83,9,82,9.0,80.0,9.0,79.0,0.0,0.0,0.0,0.0,71.0,615.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,111.81818181818181,12.909090909090908
Polo Norte,7,19,9,47,10,71,9,48,7,40,9,38,10.0,50.0,10.0,72.0,0.0,0.0,0.0,0.0,71.0,385.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,70.0,12.909090909090908
Sol De Mi Barrio,0,0,8,47,10,109,10,157,6,104,7,149,4.0,164.0,6.0,207.0,0.0,0.0,0.0,0.0,51.0,937.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,170.36363636363637,9.272727272727273
Tifón,5,72,7,109,7,107,7,106,7,111,7,99,7.0,95.0,7.0,110.0,0.0,0.0,0.0,0.0,54.0,809.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,147.0909090909091,9.818181818181818
Carrusel,6,23,8,78,8,103,8,127,10,71,9,81,9.0,100.0,9.0,139.0,0.0,0.0,0.0,0.0,67.0,722.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,131.27272727272728,12.181818181818182
Trencito,8,81,8,154,8,184,8,149,8,149,8,154,8.0,166.0,8.0,156.0,0.0,0.0,0.0,0.0,64.0,1193.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,216.9090909090909,11.636363636363637
El Revoloteo,6,85,5,109,6,129,6,134,6,131,5,113,6.0,137.0,6.0,131.0,0.0,0.0,0.0,0.0,46.0,969.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,176.1818181818182,8.363636363636363
Guerra Pirata,4,40,6,75,6,85,6,90,6,90,6,86,6.0,90.0,6.0,84.0,0.0,0.0,0.0,0.0,46.0,640.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,116.36363636363636,8.363636363636363
Faro Saltarín,6,41,10,120,11,129,11,119,11,117,11,115,11.0,121.0,11.0,120.0,0.0,0.0,0.0,0.0,82.0,882.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,160.36363636363637,14.909090909090908
El Relámpago,14,101,30,213,36,268,36,253,31,232,33,164,26.0,195.0,36.0,258.0,0.0,0.0,0.0,0.0,242.0,1684.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,306.1818181818182,44.0
Casichoco,6,32,7,56,8,96,8,82,6,75,8,58,8.0,73.0,7.0,48.0,0.0,0.0,0.0,0.0,58.0,520.0,2022-01-06,False,Ninguno,26.0,12.0,Patchy rain possible,0,94.54545454545455,10.545454545454545
