juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,27,6,89,6,104,8,141,7,118,7,113,7.0,115.0,6.0,101.0,6.0,80.0,0.0,0.0,58.0,888.0,2022-07-04,False,Ninguno,24.0,16.0,Heavy rain at times,0,161.45454545454547,10.545454545454545
Samba Balloon,6,33,8,80,8,99,8,120,8,123,8,135,8.0,140.0,8.0,89.0,8.0,110.0,0.0,0.0,70.0,929.0,2022-07-04,False,Ninguno,24.0,16.0,Heavy rain at times,0,168.9090909090909,12.727272727272727
Loco Bus,7,63,7,63,9,140,9,144,9,147,9,141,9.0,145.0,9.0,136.0,9.0,118.0,0.0,0.0,77.0,1097.0,2022-07-04,False,Ninguno,24.0,16.0,Heavy rain at times,0,199.45454545454547,14.0
Dragon,8,107,10,177,11,207,10,185,10,185,10,182,11.0,191.0,11.0,196.0,11.0,190.0,0.0,0.0,92.0,1620.0,2022-07-04,False,Ninguno,24.0,16.0,Heavy rain at times,0,294.54545454545456,16.727272727272727
Comanche,9,114,12,224,11,251,11,253,8,167,8,174,9.0,204.0,9.0,209.0,9.0,23.0,0.0,0.0,86.0,1619.0,2022-07-04,False,Ninguno,24.0,16.0,Heavy rain at times,0,294.3636363636364,15.636363636363637
Ratón Loroco,41,117,82,237,86,256,86,246,85,237,77,232,84.0,235.0,86.0,281.0,83.0,249.0,0.0,0.0,710.0,2090.0,2022-07-04,False,Ninguno,24.0,16.0,Heavy rain at times,0,380.0,129.0909090909091
Remolino,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-04,False,Ninguno,24.0,16.0,Heavy rain at times,0,0.0,0.0
Rascacielos,4,42,7,102,7,111,8,140,8,138,8,143,9.0,160.0,8.0,144.0,9.0,160.0,0.0,0.0,68.0,1140.0,2022-07-04,False,Ninguno,24.0,16.0,Heavy rain at times,0,207.27272727272728,12.363636363636363
Tronco Splash,96,263,138,366,144,390,139,377,113,304,133,335,144.0,385.0,144.0,393.0,142.0,389.0,0.0,0.0,1193.0,3202.0,2022-07-04,False,Ninguno,24.0,16.0,Heavy rain at times,0,582.1818181818181,216.9090909090909
Bumperazo,6,49,8,132,8,128,8,136,8,126,8,130,8.0,128.0,8.0,138.0,8.0,126.0,0.0,0.0,70.0,1093.0,2022-07-04,False,Ninguno,24.0,16.0,Heavy rain at times,0,198.72727272727272,12.727272727272727
Brincanguro,5,107,6,138,8,180,7,159,8,184,7,158,7.0,155.0,7.0,157.0,7.0,154.0,0.0,0.0,62.0,1392.0,2022-07-04,False,Ninguno,24.0,16.0,Heavy rain at times,0,253.0909090909091,11.272727272727273
Moto Bala,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-07-04,False,Ninguno,24.0,16.0,Heavy rain at times,0,0.0,0.0
Convoy,4,19,12,91,12,117,12,119,12,143,12,108,12.0,121.0,12.0,110.0,12.0,129.0,0.0,0.0,100.0,957.0,2022-07-04,False,Ninguno,24.0,16.0,Heavy rain at times,0,174.0,18.181818181818183
Bumpercitos,6,27,8,69,6,81,8,105,7,91,8,106,8.0,105.0,8.0,104.0,8.0,101.0,0.0,0.0,67.0,789.0,2022-07-04,False,Ninguno,24.0,16.0,Heavy rain at times,0,143.45454545454547,12.181818181818182
