juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,6,56,7,119,7,117,7,120,7,120,7,114,7.0,118.0,7.0,113.0,6.0,104.0,0.0,0.0,61.0,981.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,178.36363636363637,11.090909090909092
Samba Balloon,8,55,7,105,7,122,7,117,7,114,7,109,7.0,123.0,7.0,121.0,7.0,148.0,0.0,0.0,64.0,1014.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,184.36363636363637,11.636363636363637
Loco Bus,12,83,12,96,12,119,11,102,11,115,11,113,11.0,111.0,11.0,116.0,11.0,117.0,0.0,0.0,102.0,972.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,176.72727272727272,18.545454545454547
Dragon,5,77,10,188,10,179,10,179,10,185,11,203,10.0,186.0,11.0,197.0,11.0,201.0,0.0,0.0,88.0,1595.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,290.0,16.0
Comanche,10,147,9,189,9,185,10,212,8,170,10,208,10.0,211.0,12.0,246.0,10.0,212.0,0.0,0.0,88.0,1780.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,323.6363636363636,16.0
Ratón Loroco,72,179,80,226,80,244,99,286,87,236,88,238,87.0,262.0,89.0,266.0,43.0,110.0,0.0,0.0,725.0,2047.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,372.1818181818182,131.8181818181818
Remolino,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,0.0,0.0
Rascacielos,7,107,8,136,8,142,8,138,8,141,8,138,8.0,141.0,4.0,71.0,7.0,125.0,0.0,0.0,66.0,1139.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,207.0909090909091,12.0
Tronco Splash,103,269,134,363,141,381,144,377,133,365,135,346,134.0,376.0,136.0,349.0,132.0,349.0,0.0,0.0,1192.0,3175.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,577.2727272727273,216.72727272727272
Bumperazo,7,89,7,122,7,117,7,114,7,117,7,115,7.0,119.0,7.0,116.0,7.0,121.0,0.0,0.0,63.0,1030.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,187.27272727272728,11.454545454545455
Brincanguro,6,111,7,156,8,186,7,158,7,162,7,164,7.0,163.0,7.0,163.0,7.0,156.0,0.0,0.0,63.0,1419.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,258.0,11.454545454545455
Moto Bala,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,0.0,0.0
Convoy,10,53,11,101,10,102,12,124,11,116,12,122,12.0,125.0,13.0,133.0,10.0,109.0,0.0,0.0,101.0,985.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,179.0909090909091,18.363636363636363
Bumpercitos,6,44,8,101,7,86,7,94,8,92,8,98,8.0,103.0,8.0,99.0,9.0,103.0,0.0,0.0,69.0,820.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,149.0909090909091,12.545454545454545
Bici Magica,10,54,9,99,10,109,10,115,10,112,10,102,10.0,111.0,10.0,100.0,10.0,102.0,0.0,0.0,89.0,904.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,164.36363636363637,16.181818181818183
Polo Norte,8,32,10,56,12,78,12,73,13,83,13,80,14.0,81.0,14.0,83.0,13.0,58.0,0.0,0.0,109.0,624.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,113.45454545454545,19.818181818181817
Sol De Mi Barrio,0,0,7,82,5,203,3,286,3,298,3,298,3.0,305.0,3.0,287.0,6.0,244.0,0.0,0.0,33.0,2003.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,364.1818181818182,6.0
Tifón,8,118,8,121,9,140,9,139,9,140,9,140,9.0,135.0,9.0,140.0,9.0,137.0,0.0,0.0,79.0,1210.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,220.0,14.363636363636363
Carrusel,10,71,9,187,8,162,8,195,7,172,6,156,7.0,214.0,7.0,226.0,8.0,244.0,0.0,0.0,70.0,1627.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,295.8181818181818,12.727272727272727
Trencito,5,165,6,214,6,216,7,268,7,255,8,283,7.0,251.0,5.0,192.0,7.0,250.0,0.0,0.0,58.0,2094.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,380.72727272727275,10.545454545454545
El Revoloteo,6,114,7,149,7,145,7,149,7,149,7,146,7.0,151.0,7.0,149.0,7.0,148.0,0.0,0.0,62.0,1300.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,236.36363636363637,11.272727272727273
Guerra Pirata,4,91,8,184,8,175,8,175,8,181,8,185,8.0,184.0,8.0,174.0,8.0,169.0,0.0,0.0,68.0,1518.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,276.0,12.363636363636363
Faro Saltarín,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,0.0,0.0
El Relámpago,14,108,36,289,36,274,33,256,34,261,29,215,35.0,268.0,26.0,199.0,25.0,187.0,0.0,0.0,268.0,2057.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,374.0,48.72727272727273
Casichoco,5,54,6,83,8,189,5,134,5,137,5,140,5.0,139.0,5.0,143.0,5.0,155.0,0.0,0.0,49.0,1174.0,2022-05-08,False,Ninguno,25.0,17.0,Moderate rain at times,0,213.45454545454547,8.909090909090908
