juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,6,26,6,18,6,79,6,71,6,48,6,79,6.0,36.0,6.0,36.0,0.0,0.0,0.0,0.0,48.0,393.0,2023-12-20,False,Ninguno,20.0,7.0,Partly cloudy,0,71.45454545454545,8.727272727272727
Samba Balloon,5,16,8,65,8,76,8,94,7,75,9,67,9.0,53.0,9.0,66.0,0.0,0.0,0.0,0.0,63.0,512.0,2023-12-20,False,Ninguno,20.0,7.0,Partly cloudy,0,93.0909090909091,11.454545454545455
Loco Bus,3,18,7,56,11,152,10,96,9,122,9,119,5.0,38.0,9.0,96.0,0.0,0.0,0.0,0.0,63.0,697.0,2023-12-20,False,Ninguno,20.0,7.0,Partly cloudy,0,126.72727272727273,11.454545454545455
Dragon,11,106,12,177,12,227,12,235,10,199,10,191,8.0,99.0,9.0,169.0,0.0,0.0,0.0,0.0,84.0,1403.0,2023-12-20,False,Ninguno,20.0,7.0,Partly cloudy,0,255.0909090909091,15.272727272727273
Comanche,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-20,False,Ninguno,20.0,7.0,Partly cloudy,0,0.0,0.0
Ratón Loroco,42,152,81,286,82,319,79,289,82,322,83,302,85.0,312.0,82.0,283.0,0.0,0.0,0.0,0.0,616.0,2265.0,2023-12-20,False,Ninguno,20.0,7.0,Partly cloudy,0,411.8181818181818,112.0
Remolino,17,82,42,216,56,314,65,338,68,370,66,353,64.0,311.0,51.0,299.0,0.0,0.0,0.0,0.0,429.0,2283.0,2023-12-20,False,Ninguno,20.0,7.0,Partly cloudy,0,415.09090909090907,78.0
Rascacielos,4,40,7,113,9,161,9,161,8,142,9,158,9.0,159.0,9.0,162.0,0.0,0.0,0.0,0.0,64.0,1096.0,2023-12-20,False,Ninguno,20.0,7.0,Partly cloudy,0,199.27272727272728,11.636363636363637
Tronco Splash,8,20,56,167,102,264,79,222,108,302,108,286,108.0,295.0,64.0,168.0,0.0,0.0,0.0,0.0,633.0,1724.0,2023-12-20,False,Ninguno,20.0,7.0,Partly cloudy,0,313.45454545454544,115.0909090909091
Bumperazo,3,31,8,182,7,174,7,195,8,205,8,208,7.0,182.0,8.0,207.0,0.0,0.0,0.0,0.0,56.0,1384.0,2023-12-20,False,Ninguno,20.0,7.0,Partly cloudy,0,251.63636363636363,10.181818181818182
