juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,6,48,6,23,6,100,6,74,6,50,6,75,6.0,77.0,6.0,91.0,0.0,0.0,0.0,0.0,48.0,538.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,97.81818181818181,8.727272727272727
Samba Balloon,8,47,8,71,8,110,8,120,8,71,9,73,8.0,87.0,8.0,100.0,0.0,0.0,0.0,0.0,65.0,679.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,123.45454545454545,11.818181818181818
Loco Bus,4,36,8,86,11,166,10,144,11,144,10,105,11.0,130.0,11.0,169.0,0.0,0.0,0.0,0.0,76.0,980.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,178.1818181818182,13.818181818181818
Dragon,11,138,8,158,7,324,15,279,12,232,11,202,13.0,247.0,10.0,194.0,0.0,0.0,0.0,0.0,87.0,1774.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,322.54545454545456,15.818181818181818
Comanche,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,0.0,0.0
Ratón Loroco,46,171,82,322,82,307,82,319,82,317,82,322,82.0,298.0,82.0,310.0,0.0,0.0,0.0,0.0,620.0,2366.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,430.1818181818182,112.72727272727273
Remolino,20,84,9,43,33,172,62,343,62,300,57,279,63.0,347.0,53.0,241.0,0.0,0.0,0.0,0.0,359.0,1809.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,328.90909090909093,65.27272727272727
Rascacielos,7,120,9,161,9,162,9,161,9,160,9,159,8.0,121.0,9.0,159.0,0.0,0.0,0.0,0.0,69.0,1203.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,218.72727272727272,12.545454545454545
Tronco Splash,36,133,120,326,121,336,120,326,108,283,123,454,119.0,338.0,117.0,276.0,0.0,0.0,0.0,0.0,864.0,2472.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,449.45454545454544,157.0909090909091
Bumperazo,2,40,8,182,8,203,7,188,8,211,8,204,8.0,202.0,8.0,214.0,0.0,0.0,0.0,0.0,57.0,1444.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,262.54545454545456,10.363636363636363
Brincanguro,6,116,8,181,8,188,7,163,7,160,7,163,8.0,184.0,7.0,165.0,0.0,0.0,0.0,0.0,58.0,1320.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,240.0,10.545454545454545
Moto Bala,18,192,21,232,23,252,22,242,21,232,21,230,21.0,232.0,21.0,230.0,0.0,0.0,0.0,0.0,168.0,1842.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,334.90909090909093,30.545454545454547
Convoy,8,34,7,59,6,47,15,96,12,80,12,81,14.0,69.0,13.0,55.0,0.0,0.0,0.0,0.0,87.0,521.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,94.72727272727273,15.818181818181818
Bumpercitos,5,18,8,84,7,74,9,112,8,96,8,99,8.0,103.0,8.0,100.0,0.0,0.0,0.0,0.0,61.0,686.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,124.72727272727273,11.090909090909092
Bici Magica,7,43,12,95,12,124,7,68,10,84,7,72,9.0,68.0,10.0,114.0,0.0,0.0,0.0,0.0,74.0,668.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,121.45454545454545,13.454545454545455
Polo Norte,8,25,9,62,10,64,9,68,10,64,9,51,9.0,58.0,11.0,71.0,0.0,0.0,0.0,0.0,75.0,463.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,84.18181818181819,13.636363636363637
Sol De Mi Barrio,0,0,0,0,7,88,7,130,5,187,6,195,5.0,182.0,7.0,177.0,0.0,0.0,0.0,0.0,37.0,959.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,174.36363636363637,6.7272727272727275
Tifón,9,129,9,141,8,128,8,126,10,160,10,158,10.0,160.0,10.0,155.0,0.0,0.0,0.0,0.0,74.0,1157.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,210.36363636363637,13.454545454545455
Carrusel,4,81,10,82,10,123,10,130,10,152,10,103,10.0,173.0,10.0,155.0,0.0,0.0,0.0,0.0,74.0,999.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,181.63636363636363,13.454545454545455
Trencito,6,62,7,227,7,236,7,228,7,234,7,231,7.0,257.0,7.0,256.0,0.0,0.0,0.0,0.0,55.0,1731.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,314.72727272727275,10.0
El Revoloteo,8,109,9,175,9,207,9,212,8,192,9,203,9.0,195.0,9.0,208.0,0.0,0.0,0.0,0.0,70.0,1501.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,272.90909090909093,12.727272727272727
Guerra Pirata,4,26,6,28,6,74,8,94,8,131,8,113,8.0,99.0,5.0,56.0,0.0,0.0,0.0,0.0,53.0,621.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,112.9090909090909,9.636363636363637
Faro Saltarín,8,76,10,114,10,119,10,110,11,122,10,112,10.0,107.0,10.0,113.0,0.0,0.0,0.0,0.0,79.0,873.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,158.72727272727272,14.363636363636363
El Relámpago,14,103,20,170,21,185,25,213,23,201,25,217,26.0,225.0,23.0,203.0,0.0,0.0,0.0,0.0,177.0,1517.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,275.8181818181818,32.18181818181818
Casichoco,4,16,6,71,7,109,5,95,7,101,5,29,7.0,49.0,8.0,88.0,0.0,0.0,0.0,0.0,49.0,558.0,2023-12-22,False,Ninguno,23.0,10.0,Partly cloudy,0,101.45454545454545,8.909090909090908
