juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,4,40,6,98,6,84,6,28,6,36,6,82,6.0,102.0,6.0,90.0,0.0,0.0,0.0,0.0,46.0,560.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,101.81818181818181,8.363636363636363
Samba Balloon,1,15,10,91,10,103,3,29,10,44,9,75,9.0,80.0,7.0,17.0,0.0,0.0,0.0,0.0,59.0,454.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,82.54545454545455,10.727272727272727
Loco Bus,2,23,5,69,8,115,9,77,9,70,10,99,10.0,57.0,6.0,20.0,0.0,0.0,0.0,0.0,59.0,530.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,96.36363636363636,10.727272727272727
Dragon,4,33,14,273,14,275,14,275,14,264,12,131,12.0,131.0,8.0,85.0,0.0,0.0,0.0,0.0,92.0,1467.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,266.72727272727275,16.727272727272727
Comanche,6,87,10,218,10,234,10,215,10,206,10,224,10.0,233.0,11.0,92.0,0.0,0.0,0.0,0.0,77.0,1509.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,274.3636363636364,14.0
Ratón Loroco,30,67,56,164,72,217,60,173,68,204,48,155,61.0,200.0,10.0,25.0,0.0,0.0,0.0,0.0,405.0,1205.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,219.0909090909091,73.63636363636364
Remolino,32,136,72,372,72,387,61,310,60,311,72,355,72.0,348.0,36.0,125.0,0.0,0.0,0.0,0.0,477.0,2344.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,426.1818181818182,86.72727272727273
Rascacielos,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,0.0,0.0
Tronco Splash,92,253,144,450,144,424,138,408,144,360,144,410,144.0,406.0,30.0,66.0,0.0,0.0,0.0,0.0,980.0,2777.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,504.90909090909093,178.1818181818182
Bumperazo,2,38,10,150,8,150,8,173,8,198,7,164,9.0,190.0,8.0,140.0,0.0,0.0,0.0,0.0,60.0,1203.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,218.72727272727272,10.909090909090908
Brincanguro,7,105,7,158,7,132,7,74,5,104,7,159,7.0,149.0,7.0,85.0,0.0,0.0,0.0,0.0,54.0,966.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,175.63636363636363,9.818181818181818
Moto Bala,13,151,13,154,14,166,13,153,13,152,13,155,13.0,155.0,13.0,150.0,0.0,0.0,0.0,0.0,105.0,1236.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,224.72727272727272,19.09090909090909
Convoy,7,57,7,28,10,30,7,53,7,27,12,89,13.0,45.0,10.0,49.0,0.0,0.0,0.0,0.0,73.0,378.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,68.72727272727273,13.272727272727273
Bumpercitos,4,46,6,10,8,49,10,115,6,35,7,84,7.0,62.0,8.0,58.0,0.0,0.0,0.0,0.0,56.0,459.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,83.45454545454545,10.181818181818182
Bici Magica,8,35,8,56,13,90,8,45,10,49,10,73,8.0,49.0,7.0,35.0,0.0,0.0,0.0,0.0,72.0,432.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,78.54545454545455,13.090909090909092
Polo Norte,6,30,8,53,10,53,10,23,11,34,10,45,12.0,51.0,12.0,32.0,0.0,0.0,0.0,0.0,79.0,321.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,58.36363636363637,14.363636363636363
Sol De Mi Barrio,0,0,5,51,8,66,7,156,6,106,7,127,8.0,122.0,7.0,35.0,0.0,0.0,0.0,0.0,48.0,663.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,120.54545454545455,8.727272727272727
Tifón,7,109,8,111,8,127,8,123,8,103,8,127,8.0,126.0,8.0,113.0,0.0,0.0,0.0,0.0,63.0,939.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,170.72727272727272,11.454545454545455
Carrusel,6,29,7,24,9,35,11,97,11,43,12,98,11.0,95.0,11.0,60.0,0.0,0.0,0.0,0.0,78.0,481.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,87.45454545454545,14.181818181818182
Trencito,5,41,5,83,6,190,7,183,6,131,7,203,7.0,164.0,7.0,104.0,0.0,0.0,0.0,0.0,50.0,1099.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,199.8181818181818,9.090909090909092
El Revoloteo,5,45,9,103,9,198,9,198,8,151,8,181,8.0,154.0,8.0,104.0,0.0,0.0,0.0,0.0,64.0,1134.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,206.1818181818182,11.636363636363637
Guerra Pirata,6,59,8,142,9,182,9,141,9,159,9,183,9.0,138.0,7.0,70.0,0.0,0.0,0.0,0.0,66.0,1074.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,195.27272727272728,12.0
Faro Saltarín,5,20,9,103,12,161,8,61,9,90,8,85,8.0,62.0,6.0,17.0,0.0,0.0,0.0,0.0,65.0,599.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,108.9090909090909,11.818181818181818
El Relámpago,20,141,23,165,26,187,28,192,30,204,29,207,30.0,214.0,15.0,97.0,0.0,0.0,0.0,0.0,201.0,1407.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,255.8181818181818,36.54545454545455
Casichoco,3,31,7,74,7,92,6,18,3,11,7,67,5.0,38.0,8.0,43.0,0.0,0.0,0.0,0.0,46.0,374.0,2023-03-16,False,Ninguno,26.0,14.0,Moderate or heavy rain shower,0,68.0,8.363636363636363
