juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,4,38,5,88,6,107,6,119,6,113,6,102,6.0,108.0,6.0,104.0,6.0,98.0,0.0,0.0,51.0,877.0,2023-02-26,False,Ninguno,27.0,13.0,Partly cloudy,0,159.45454545454547,9.272727272727273
Samba Balloon,6,28,9,129,9,133,9,132,9,143,9,173,9.0,147.0,9.0,138.0,8.0,125.0,0.0,0.0,77.0,1148.0,2023-02-26,False,Ninguno,27.0,13.0,Partly cloudy,0,208.72727272727272,14.0
Loco Bus,6,48,7,83,10,167,10,175,11,183,10,174,10.0,165.0,10.0,164.0,10.0,147.0,0.0,0.0,84.0,1306.0,2023-02-26,False,Ninguno,27.0,13.0,Partly cloudy,0,237.45454545454547,15.272727272727273
Dragon,12,204,14,253,14,252,15,283,13,242,14,255,14.0,254.0,13.0,238.0,14.0,258.0,0.0,0.0,123.0,2239.0,2023-02-26,False,Ninguno,27.0,13.0,Partly cloudy,0,407.09090909090907,22.363636363636363
Comanche,6,88,11,246,9,204,10,236,8,187,8,192,9.0,216.0,9.0,208.0,9.0,201.0,0.0,0.0,79.0,1778.0,2023-02-26,False,Ninguno,27.0,13.0,Partly cloudy,0,323.27272727272725,14.363636363636363
Ratón Loroco,48,132,82,229,78,241,93,257,82,217,72,175,1.0,4.0,66.0,185.0,83.0,259.0,0.0,0.0,605.0,1699.0,2023-02-26,False,Ninguno,27.0,13.0,Partly cloudy,0,308.90909090909093,110.0
Remolino,10,42,30,150,56,280,72,394,46,251,72,376,72.0,406.0,66.0,365.0,56.0,305.0,0.0,0.0,480.0,2569.0,2023-02-26,False,Ninguno,27.0,13.0,Partly cloudy,0,467.09090909090907,87.27272727272727
Rascacielos,4,56,8,135,8,136,8,136,8,135,8,136,8.0,136.0,8.0,136.0,8.0,136.0,0.0,0.0,68.0,1142.0,2023-02-26,False,Ninguno,27.0,13.0,Partly cloudy,0,207.63636363636363,12.363636363636363
Tronco Splash,56,159,87,300,108,338,72,185,108,302,180,461,144.0,455.0,128.0,365.0,144.0,357.0,0.0,0.0,1027.0,2922.0,2023-02-26,False,Ninguno,27.0,13.0,Partly cloudy,0,531.2727272727273,186.72727272727272
Bumperazo,7,31,9,207,8,209,7,201,8,226,8,219,8.0,225.0,8.0,213.0,8.0,214.0,0.0,0.0,71.0,1745.0,2023-02-26,False,Ninguno,27.0,13.0,Partly cloudy,0,317.27272727272725,12.909090909090908
