juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,6,50,6,71,6,108,6,113,6,118,6,115,6.0,117.0,6.0,117.0,6.0,117.0,0.0,0.0,54.0,926.0,2023-01-08,False,Ninguno,24.0,13.0,Patchy rain possible,0,168.36363636363637,9.818181818181818
Samba Balloon,6,56,8,145,7,121,7,119,8,139,7,136,9.0,165.0,8.0,134.0,9.0,161.0,0.0,0.0,69.0,1176.0,2023-01-08,False,Ninguno,24.0,13.0,Patchy rain possible,0,213.8181818181818,12.545454545454545
Loco Bus,5,25,9,120,9,161,10,176,10,173,10,172,10.0,179.0,10.0,163.0,10.0,184.0,0.0,0.0,83.0,1353.0,2023-01-08,False,Ninguno,24.0,13.0,Patchy rain possible,0,246.0,15.090909090909092
Dragon,9,157,13,234,13,247,14,265,13,248,13,243,13.0,244.0,13.0,243.0,14.0,266.0,0.0,0.0,115.0,2147.0,2023-01-08,False,Ninguno,24.0,13.0,Patchy rain possible,0,390.3636363636364,20.90909090909091
Comanche,9,160,11,240,12,262,7,154,10,220,11,238,10.0,223.0,9.0,198.0,9.0,190.0,0.0,0.0,88.0,1885.0,2023-01-08,False,Ninguno,24.0,13.0,Patchy rain possible,0,342.72727272727275,16.0
Ratón Loroco,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-08,False,Ninguno,24.0,13.0,Patchy rain possible,0,0.0,0.0
Remolino,36,170,72,378,72,363,72,400,72,408,72,408,72.0,417.0,72.0,396.0,72.0,393.0,0.0,0.0,612.0,3333.0,2023-01-08,False,Ninguno,24.0,13.0,Patchy rain possible,0,606.0,111.27272727272727
Rascacielos,7,113,8,144,8,144,8,144,8,144,8,144,8.0,144.0,8.0,144.0,8.0,144.0,0.0,0.0,71.0,1265.0,2023-01-08,False,Ninguno,24.0,13.0,Patchy rain possible,0,230.0,12.909090909090908
Tronco Splash,56,154,144,402,144,420,144,396,144,401,143,386,141.0,394.0,138.0,392.0,138.0,370.0,0.0,0.0,1192.0,3315.0,2023-01-08,False,Ninguno,24.0,13.0,Patchy rain possible,0,602.7272727272727,216.72727272727272
Bumperazo,10,141,9,239,9,250,8,218,8,212,7,184,7.0,186.0,6.0,168.0,7.0,196.0,0.0,0.0,71.0,1794.0,2023-01-08,False,Ninguno,24.0,13.0,Patchy rain possible,0,326.1818181818182,12.909090909090908
