juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,76,6,109,6,109,6,107,6,108,6,115,6.0,107.0,6.0,111.0,6.0,103.0,0.0,0.0,53.0,945.0,2023-04-30,False,Ninguno,27.0,15.0,Patchy rain possible,0,171.8181818181818,9.636363636363637
Samba Balloon,5,45,9,135,9,147,10,185,10,174,10,175,10.0,167.0,10.0,175.0,10.0,169.0,0.0,0.0,83.0,1372.0,2023-04-30,False,Ninguno,27.0,15.0,Patchy rain possible,0,249.45454545454547,15.090909090909092
Loco Bus,6,44,9,166,9,164,9,175,9,162,9,182,9.0,187.0,9.0,189.0,9.0,166.0,0.0,0.0,78.0,1435.0,2023-04-30,False,Ninguno,27.0,15.0,Patchy rain possible,0,260.90909090909093,14.181818181818182
Dragon,15,254,15,275,15,280,15,288,15,284,15,288,15.0,285.0,15.0,288.0,15.0,290.0,0.0,0.0,135.0,2532.0,2023-04-30,False,Ninguno,27.0,15.0,Patchy rain possible,0,460.3636363636364,24.545454545454547
Comanche,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-04-30,False,Ninguno,27.0,15.0,Patchy rain possible,0,0.0,0.0
Ratón Loroco,59,182,77,254,88,306,87,306,88,308,87,323,84.0,299.0,87.0,308.0,89.0,314.0,0.0,0.0,746.0,2600.0,2023-04-30,False,Ninguno,27.0,15.0,Patchy rain possible,0,472.72727272727275,135.63636363636363
Remolino,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-04-30,False,Ninguno,27.0,15.0,Patchy rain possible,0,0.0,0.0
Rascacielos,8,129,10,180,11,198,10,180,10,180,10,180,11.0,198.0,10.0,180.0,10.0,180.0,0.0,0.0,90.0,1605.0,2023-04-30,False,Ninguno,27.0,15.0,Patchy rain possible,0,291.8181818181818,16.363636363636363
Tronco Splash,92,232,128,357,138,384,144,406,145,385,144,396,144.0,397.0,128.0,361.0,144.0,420.0,0.0,0.0,1207.0,3338.0,2023-04-30,False,Ninguno,27.0,15.0,Patchy rain possible,0,606.9090909090909,219.45454545454547
Bumperazo,8,120,9,237,8,222,8,214,9,253,9,267,9.0,247.0,9.0,236.0,9.0,244.0,0.0,0.0,78.0,2040.0,2023-04-30,False,Ninguno,27.0,15.0,Patchy rain possible,0,370.90909090909093,14.181818181818182
