juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,6,71,6,124,6,125,6,120,6,126,6,116,6.0,123.0,6.0,121.0,6.0,117.0,0.0,0.0,54.0,1043.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,189.63636363636363,9.818181818181818
Samba Balloon,6,69,9,134,9,130,9,142,9,138,9,140,9.0,152.0,9.0,149.0,9.0,141.0,0.0,0.0,78.0,1195.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,217.27272727272728,14.181818181818182
Loco Bus,9,107,13,245,13,240,13,279,13,282,13,291,13.0,294.0,13.0,285.0,13.0,285.0,0.0,0.0,113.0,2308.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,419.6363636363636,20.545454545454547
Dragon,13,226,16,306,16,298,16,308,18,345,17,330,17.0,329.0,18.0,346.0,17.0,314.0,0.0,0.0,148.0,2802.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,509.45454545454544,26.90909090909091
Comanche,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,0.0,0.0
Ratón Loroco,46,165,77,298,77,265,78,301,76,265,78,310,77.0,308.0,77.0,302.0,75.0,280.0,0.0,0.0,1027.0,3673.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,560.6363636363636,153.45454545454547
Remolino,46,234,61,337,56,314,56,315,58,334,51,296,38.0,215.0,56.0,322.0,53.0,306.0,0.0,0.0,639.0,3348.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,547.3636363636364,101.27272727272727
Rascacielos,6,105,9,162,10,180,8,132,9,156,9,162,9.0,162.0,10.0,180.0,10.0,180.0,0.0,0.0,115.0,1951.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,306.3636363636364,17.727272727272727
Tronco Splash,97,323,108,280,108,305,144,411,144,417,144,455,144.0,517.0,128.0,333.0,138.0,403.0,0.0,0.0,1303.0,3852.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,663.2727272727273,223.45454545454547
Bumperazo,8,100,8,218,8,223,8,221,8,213,8,203,8.0,213.0,8.0,219.0,8.0,216.0,0.0,0.0,113.0,2791.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,419.72727272727275,16.818181818181817
Brincanguro,5,114,8,188,7,165,7,167,7,162,7,161,7.0,167.0,7.0,161.0,7.0,164.0,0.0,0.0,98.0,2240.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,335.3636363636364,14.545454545454545
Moto Bala,20,238,23,274,23,276,23,275,23,276,23,276,23.0,276.0,23.0,275.0,23.0,276.0,0.0,0.0,319.0,3779.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,565.5454545454545,47.54545454545455
Convoy,17,85,14,143,13,179,14,156,13,171,14,168,14.0,174.0,15.0,179.0,15.0,182.0,0.0,0.0,183.0,1682.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,283.54545454545456,28.363636363636363
Bumpercitos,10,94,10,122,11,151,10,133,11,147,10,138,11.0,144.0,10.0,132.0,10.0,133.0,0.0,0.0,138.0,1439.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,239.36363636363637,21.0
Bici Magica,10,87,11,128,12,141,12,137,12,138,12,143,12.0,142.0,12.0,142.0,12.0,143.0,0.0,0.0,144.0,1467.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,242.54545454545453,22.636363636363637
Polo Norte,9,52,11,88,11,81,10,68,11,86,11,81,11.0,83.0,11.0,88.0,11.0,77.0,0.0,0.0,143.0,873.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,143.36363636363637,21.727272727272727
Sol De Mi Barrio,0,0,6,136,4,336,4,338,4,328,4,336,4.0,319.0,4.0,313.0,5.0,240.0,0.0,0.0,35.0,2346.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,426.54545454545456,6.363636363636363
Tifón,10,160,10,160,11,176,11,176,11,176,11,176,11.0,176.0,11.0,176.0,11.0,176.0,0.0,0.0,129.0,2024.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,325.09090909090907,20.545454545454547
Carrusel,11,115,12,219,10,341,8,259,9,291,9,359,8.0,331.0,9.0,348.0,9.0,364.0,0.0,0.0,139.0,3034.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,514.6363636363636,20.363636363636363
Trencito,6,196,7,248,7,273,7,264,7,270,7,277,7.0,269.0,8.0,337.0,8.0,312.0,0.0,0.0,64.0,2446.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,444.72727272727275,11.636363636363637
El Revoloteo,9,203,9,208,9,209,9,210,9,213,9,208,9.0,209.0,9.0,209.0,9.0,211.0,0.0,0.0,131.0,2613.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,408.45454545454544,19.272727272727273
Guerra Pirata,4,18,9,125,8,139,9,152,9,158,9,166,9.0,171.0,9.0,166.0,9.0,105.0,0.0,0.0,75.0,1200.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,218.1818181818182,13.636363636363637
Faro Saltarín,10,125,10,132,10,129,10,122,10,127,10,124,10.0,126.0,10.0,132.0,10.0,122.0,0.0,0.0,90.0,1139.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,207.0909090909091,16.363636363636363
El Relámpago,16,118,30,214,33,237,35,246,36,259,36,266,36.0,270.0,36.0,264.0,36.0,261.0,0.0,0.0,444.0,3245.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,489.09090909090907,67.0909090909091
Casichoco,6,61,6,150,6,169,7,187,7,193,7,187,7.0,188.0,7.0,193.0,7.0,133.0,0.0,0.0,99.0,1683.0,2023-11-19,False,Ninguno,23.0,12.0,Partly cloudy,0,285.8181818181818,14.454545454545455
