juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,39,6,91,6,109,6,103,6,107,4,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,526.0,2023-06-22,False,Ninguno,25.0,16.0,Moderate or heavy rain shower,0,95.63636363636364,6.0
Samba Balloon,5,60,10,162,10,196,10,170,10,185,10,194,4.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1044.0,2023-06-22,False,Ninguno,25.0,16.0,Moderate or heavy rain shower,0,189.8181818181818,10.727272727272727
Loco Bus,10,148,10,209,10,209,10,210,10,207,8,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1146.0,2023-06-22,False,Ninguno,25.0,16.0,Moderate or heavy rain shower,0,208.36363636363637,10.545454545454545
Dragon,14,278,14,278,14,280,14,280,14,279,9,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1566.0,2023-06-22,False,Ninguno,25.0,16.0,Moderate or heavy rain shower,0,284.72727272727275,14.363636363636363
Comanche,8,151,10,236,8,189,10,234,10,238,5,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1166.0,2023-06-22,False,Ninguno,25.0,16.0,Moderate or heavy rain shower,0,212.0,9.272727272727273
Ratón Loroco,46,176,76,279,81,297,86,320,82,305,72,264,0.0,0.0,82.0,341.0,0.0,0.0,0.0,0.0,525.0,1982.0,2023-06-22,False,Ninguno,25.0,16.0,Moderate or heavy rain shower,0,360.3636363636364,95.45454545454545
Remolino,56,319,56,328,56,332,66,390,56,323,56,334,72.0,431.0,46.0,266.0,0.0,0.0,0.0,0.0,464.0,2723.0,2023-06-22,False,Ninguno,25.0,16.0,Moderate or heavy rain shower,0,495.09090909090907,84.36363636363636
Rascacielos,12,215,12,216,12,216,12,216,12,216,9,160,0.0,0.0,12.0,216.0,0.0,0.0,0.0,0.0,81.0,1455.0,2023-06-22,False,Ninguno,25.0,16.0,Moderate or heavy rain shower,0,264.54545454545456,14.727272727272727
Tronco Splash,144,461,180,561,180,601,180,571,180,591,180,574,180.0,607.0,180.0,603.0,0.0,0.0,0.0,0.0,1404.0,4569.0,2023-06-22,False,Ninguno,25.0,16.0,Moderate or heavy rain shower,0,830.7272727272727,255.27272727272728
Bumperazo,10,241,8,206,8,208,8,221,8,191,8,184,9.0,211.0,7.0,157.0,0.0,0.0,0.0,0.0,66.0,1619.0,2023-06-22,False,Ninguno,25.0,16.0,Moderate or heavy rain shower,0,294.3636363636364,12.0
Brincanguro,3,72,8,186,8,187,9,204,9,209,5,119,1.0,24.0,5.0,117.0,0.0,0.0,0.0,0.0,48.0,1118.0,2023-06-22,False,Ninguno,25.0,16.0,Moderate or heavy rain shower,0,203.27272727272728,8.727272727272727
Moto Bala,16,190,15,180,18,213,23,272,21,252,17,204,0.0,0.0,9.0,107.0,0.0,0.0,0.0,0.0,119.0,1418.0,2023-06-22,False,Ninguno,25.0,16.0,Moderate or heavy rain shower,0,257.8181818181818,21.636363636363637
Convoy,6,55,12,154,12,178,11,101,11,106,13,104,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,707.0,2023-06-22,False,Ninguno,25.0,16.0,Moderate or heavy rain shower,0,128.54545454545453,12.363636363636363
Bumpercitos,9,100,9,133,9,127,9,128,9,132,9,125,8.0,117.0,8.0,92.0,0.0,0.0,0.0,0.0,70.0,954.0,2023-06-22,False,Ninguno,25.0,16.0,Moderate or heavy rain shower,0,173.45454545454547,12.727272727272727
