juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,6,117,6,110,6,120,6,110,6,124,6,113,6.0,117.0,6.0,111.0,0.0,0.0,0.0,0.0,48.0,922.0,2023-01-14,False,Ninguno,20.0,10.0,Partly cloudy,0,167.63636363636363,8.727272727272727
Samba Balloon,4,31,5,39,8,131,7,125,9,162,8,137,9.0,156.0,8.0,137.0,0.0,0.0,0.0,0.0,58.0,918.0,2023-01-14,False,Ninguno,20.0,10.0,Partly cloudy,0,166.9090909090909,10.545454545454545
Loco Bus,8,47,7,82,9,123,10,151,11,151,9,123,7.0,129.0,10.0,186.0,0.0,0.0,0.0,0.0,71.0,992.0,2023-01-14,False,Ninguno,20.0,10.0,Partly cloudy,0,180.36363636363637,12.909090909090908
Dragon,7,94,0,0,0,0,0,0,13,239,13,235,1.0,18.0,8.0,153.0,0.0,0.0,0.0,0.0,42.0,739.0,2023-01-14,False,Ninguno,20.0,10.0,Partly cloudy,0,134.36363636363637,7.636363636363637
Comanche,6,110,7,156,10,230,10,227,10,230,10,231,10.0,230.0,10.0,228.0,0.0,0.0,0.0,0.0,73.0,1642.0,2023-01-14,False,Ninguno,20.0,10.0,Partly cloudy,0,298.54545454545456,13.272727272727273
Ratón Loroco,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-14,False,Ninguno,20.0,10.0,Partly cloudy,0,0.0,0.0
Remolino,20,81,61,315,72,375,72,396,72,363,72,389,72.0,373.0,72.0,394.0,0.0,0.0,0.0,0.0,513.0,2686.0,2023-01-14,False,Ninguno,20.0,10.0,Partly cloudy,0,488.3636363636364,93.27272727272727
Rascacielos,7,76,7,124,8,144,8,144,8,144,8,144,8.0,144.0,8.0,144.0,0.0,0.0,0.0,0.0,62.0,1064.0,2023-01-14,False,Ninguno,20.0,10.0,Partly cloudy,0,193.45454545454547,11.272727272727273
Tronco Splash,0,0,36,81,137,379,144,388,144,373,144,399,144.0,382.0,144.0,371.0,0.0,0.0,0.0,0.0,893.0,2373.0,2023-01-14,False,Ninguno,20.0,10.0,Partly cloudy,0,431.45454545454544,162.36363636363637
Bumperazo,5,55,8,193,6,153,6,169,6,156,6,163,7.0,184.0,7.0,180.0,0.0,0.0,0.0,0.0,51.0,1253.0,2023-01-14,False,Ninguno,20.0,10.0,Partly cloudy,0,227.8181818181818,9.272727272727273
