juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,4,22,4,20,6,78,6,71,6,81,6,67,6.0,19.0,6.0,30.0,0.0,0.0,0.0,0.0,44.0,388.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,70.54545454545455,8.0
Samba Balloon,4,37,9,42,9,84,9,111,9,92,9,81,9.0,81.0,7.0,35.0,0.0,0.0,0.0,0.0,65.0,563.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,102.36363636363636,11.818181818181818
Loco Bus,5,27,5,44,9,86,10,110,9,112,9,106,9.0,65.0,6.0,42.0,0.0,0.0,0.0,0.0,62.0,592.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,107.63636363636364,11.272727272727273
Dragon,8,108,15,230,13,225,13,234,16,263,15,206,13.0,179.0,10.0,70.0,0.0,0.0,0.0,0.0,103.0,1515.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,275.45454545454544,18.727272727272727
Comanche,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,0.0,0.0
Ratón Loroco,30,117,49,183,77,292,78,302,77,296,78,299,80.0,291.0,44.0,176.0,0.0,0.0,0.0,0.0,513.0,1956.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,355.6363636363636,93.27272727272727
Remolino,0,0,46,237,44,246,49,278,51,286,18,100,20.0,114.0,36.0,187.0,0.0,0.0,0.0,0.0,264.0,1448.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,263.27272727272725,48.0
Rascacielos,4,44,10,175,8,139,9,157,8,128,9,156,7.0,97.0,8.0,103.0,0.0,0.0,0.0,0.0,63.0,999.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,181.63636363636363,11.454545454545455
Tronco Splash,30,78,70,185,138,374,137,385,123,311,119,326,92.0,246.0,56.0,168.0,0.0,0.0,0.0,0.0,765.0,2073.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,376.90909090909093,139.0909090909091
Bumperazo,2,9,7,153,8,193,8,194,7,185,7,178,7.0,168.0,7.0,174.0,0.0,0.0,0.0,0.0,53.0,1254.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,228.0,9.636363636363637
Brincanguro,5,74,8,169,7,164,8,188,8,186,7,162,7.0,163.0,7.0,160.0,0.0,0.0,0.0,0.0,57.0,1266.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,230.1818181818182,10.363636363636363
Moto Bala,16,170,24,262,23,254,23,252,23,254,24,264,23.0,252.0,18.0,198.0,0.0,0.0,0.0,0.0,174.0,1906.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,346.54545454545456,31.636363636363637
Convoy,6,26,9,35,11,80,12,64,13,72,14,59,15.0,74.0,16.0,61.0,0.0,0.0,0.0,0.0,96.0,471.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,85.63636363636364,17.454545454545453
Bumpercitos,4,22,8,44,10,70,10,94,10,69,10,97,10.0,112.0,10.0,105.0,0.0,0.0,0.0,0.0,72.0,613.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,111.45454545454545,13.090909090909092
Bici Magica,12,78,12,93,9,91,10,103,11,95,9,86,12.0,106.0,9.0,72.0,0.0,0.0,0.0,0.0,84.0,724.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,131.63636363636363,15.272727272727273
Polo Norte,6,21,10,28,11,41,10,55,12,64,11,62,9.0,43.0,10.0,51.0,0.0,0.0,0.0,0.0,79.0,365.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,66.36363636363636,14.363636363636363
Sol De Mi Barrio,0,0,2,16,7,60,6,125,6,154,4,203,6.0,156.0,4.0,60.0,0.0,0.0,0.0,0.0,35.0,774.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,140.72727272727272,6.363636363636363
Tifón,8,109,9,133,10,160,9,158,8,128,9,144,9.0,144.0,9.0,142.0,0.0,0.0,0.0,0.0,71.0,1118.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,203.27272727272728,12.909090909090908
Carrusel,5,28,11,66,12,130,12,138,13,95,12,118,12.0,91.0,13.0,142.0,0.0,0.0,0.0,0.0,90.0,808.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,146.9090909090909,16.363636363636363
Trencito,4,31,6,167,6,220,6,209,6,215,6,212,6.0,178.0,5.0,81.0,0.0,0.0,0.0,0.0,45.0,1313.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,238.72727272727272,8.181818181818182
El Revoloteo,6,76,9,174,9,188,9,186,9,180,9,187,9.0,180.0,8.0,161.0,0.0,0.0,0.0,0.0,68.0,1332.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,242.1818181818182,12.363636363636363
Guerra Pirata,5,42,7,51,9,140,8,146,8,136,8,140,8.0,110.0,7.0,61.0,0.0,0.0,0.0,0.0,60.0,826.0,2023-11-24,False,Ninguno,24.0,15.0,Moderate or heavy rain shower,0,150.1818181818182,10.909090909090908
