juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,6,51,3,54,5,92,0,0,3,54,3,56,2.0,34.0,6.0,79.0,6.0,62.0,0.0,0.0,34.0,482.0,2023-10-29,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,87.63636363636364,6.181818181818182
Samba Balloon,5,56,6,64,8,116,3,31,7,99,9,99,7.0,79.0,9.0,93.0,9.0,81.0,0.0,0.0,63.0,718.0,2023-10-29,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,130.54545454545453,11.454545454545455
Loco Bus,6,36,4,37,9,245,3,41,7,93,7,104,4.0,13.0,9.0,98.0,8.0,60.0,0.0,0.0,57.0,727.0,2023-10-29,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,132.1818181818182,10.363636363636363
Dragon,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-29,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,0.0,0.0
Comanche,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-29,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,0.0,0.0
Ratón Loroco,36,137,56,199,77,278,16,57,36,140,41,159,20.0,80.0,77.0,291.0,72.0,249.0,0.0,0.0,431.0,1590.0,2023-10-29,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,289.09090909090907,78.36363636363636
Remolino,4,19,63,332,67,378,71,412,56,314,66,366,59.0,322.0,46.0,261.0,7.0,21.0,0.0,0.0,439.0,2425.0,2023-10-29,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,440.90909090909093,79.81818181818181
Rascacielos,0,0,0,0,10,178,2,36,7,123,9,160,3.0,53.0,9.0,160.0,8.0,110.0,0.0,0.0,48.0,820.0,2023-10-29,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,149.0909090909091,8.727272727272727
Tronco Splash,48,151,108,234,108,303,109,284,110,276,123,319,128.0,311.0,72.0,236.0,36.0,93.0,0.0,0.0,842.0,2207.0,2023-10-29,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,401.27272727272725,153.0909090909091
Bumperazo,5,111,8,200,8,212,8,220,8,213,8,218,8.0,218.0,8.0,214.0,8.0,211.0,0.0,0.0,69.0,1817.0,2023-10-29,False,Ninguno,23.0,15.0,Moderate or heavy rain shower,0,330.3636363636364,12.545454545454545
