juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,6,70,6,112,6,115,6,111,6,112,6,109,6.0,108.0,6.0,113.0,6.0,103.0,0.0,0.0,54.0,953.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,173.27272727272728,9.818181818181818
Samba Balloon,10,60,10,145,6,97,10,155,9,124,10,156,9.0,134.0,10.0,150.0,10.0,108.0,0.0,0.0,84.0,1129.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,205.27272727272728,15.272727272727273
Loco Bus,8,75,9,123,9,154,9,169,9,168,9,178,9.0,182.0,9.0,164.0,9.0,162.0,0.0,0.0,80.0,1375.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,250.0,14.545454545454545
Dragon,6,108,16,298,16,310,16,308,15,282,15,286,15.0,290.0,15.0,291.0,15.0,287.0,0.0,0.0,129.0,2460.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,447.27272727272725,23.454545454545453
Comanche,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,0.0,0.0
Ratón Loroco,51,148,86,284,79,269,82,281,80,274,82,294,88.0,305.0,77.0,264.0,72.0,241.0,0.0,0.0,697.0,2360.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,429.09090909090907,126.72727272727273
Remolino,50,225,72,407,72,403,72,395,72,398,72,408,72.0,402.0,72.0,396.0,61.0,308.0,0.0,0.0,615.0,3342.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,607.6363636363636,111.81818181818181
Rascacielos,8,141,9,162,9,151,9,152,11,176,10,160,9.0,144.0,10.0,175.0,10.0,180.0,0.0,0.0,85.0,1441.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,262.0,15.454545454545455
Tronco Splash,108,301,118,323,144,380,154,441,145,392,144,373,118.0,306.0,138.0,379.0,123.0,318.0,0.0,0.0,1192.0,3213.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,584.1818181818181,216.72727272727272
Bumperazo,8,64,9,237,7,199,7,192,7,195,8,218,8.0,225.0,9.0,246.0,8.0,224.0,0.0,0.0,71.0,1800.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,327.27272727272725,12.909090909090908
Brincanguro,4,60,8,187,7,165,8,182,7,164,8,187,8.0,184.0,8.0,191.0,9.0,212.0,0.0,0.0,67.0,1532.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,278.54545454545456,12.181818181818182
Moto Bala,15,161,17,201,15,176,18,213,18,216,18,216,18.0,214.0,18.0,212.0,18.0,211.0,0.0,0.0,155.0,1820.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,330.90909090909093,28.181818181818183
Convoy,11,62,8,66,13,99,13,124,11,90,14,144,13.0,136.0,12.0,115.0,12.0,71.0,0.0,0.0,107.0,907.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,164.9090909090909,19.454545454545453
Bumpercitos,7,48,10,121,11,116,8,104,10,126,9,111,11.0,142.0,10.0,126.0,11.0,143.0,0.0,0.0,87.0,1037.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,188.54545454545453,15.818181818181818
Bici Magica,8,59,10,107,11,123,11,122,11,124,11,117,11.0,120.0,10.0,107.0,11.0,121.0,0.0,0.0,94.0,1000.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,181.8181818181818,17.09090909090909
Polo Norte,10,52,12,70,12,70,12,79,12,67,12,64,12.0,68.0,12.0,73.0,12.0,69.0,0.0,0.0,106.0,612.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,111.27272727272727,19.272727272727273
Sol De Mi Barrio,0,0,4,60,4,355,4,376,4,364,4,357,4.0,389.0,5.0,421.0,5.0,455.0,0.0,0.0,34.0,2777.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,504.90909090909093,6.181818181818182
Tifón,8,123,8,128,8,128,8,124,8,128,8,128,8.0,128.0,8.0,128.0,8.0,127.0,0.0,0.0,72.0,1142.0,2023-04-23,False,Ninguno,29.0,16.0,Heavy rain at times,0,207.63636363636363,13.090909090909092
