juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,4,18,6,44,6,69,5,32,4,13,5,39,5.0,26.0,6.0,25.0,0.0,0.0,0.0,0.0,41.0,266.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,48.36363636363637,7.454545454545454
Samba Balloon,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,0.9090909090909091,0.36363636363636365
Loco Bus,1,6,7,48,7,35,11,78,8,35,10,43,6.0,31.0,9.0,70.0,0.0,0.0,0.0,0.0,59.0,346.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,62.90909090909091,10.727272727272727
Dragon,9,91,13,205,13,229,12,178,13,147,10,96,9.0,71.0,11.0,97.0,0.0,0.0,0.0,0.0,90.0,1114.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,202.54545454545453,16.363636363636363
Comanche,8,128,9,206,9,202,8,156,9,107,9,117,12.0,126.0,7.0,55.0,0.0,0.0,0.0,0.0,71.0,1097.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,199.45454545454547,12.909090909090908
Ratón Loroco,41,144,70,247,72,255,42,147,51,155,64,181,44.0,151.0,20.0,61.0,0.0,0.0,0.0,0.0,404.0,1341.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,243.8181818181818,73.45454545454545
Remolino,34,195,56,322,70,344,57,256,51,219,58,308,46.0,210.0,36.0,145.0,0.0,0.0,0.0,0.0,408.0,1999.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,363.45454545454544,74.18181818181819
Rascacielos,6,97,10,175,10,176,10,167,9,119,8,91,7.0,87.0,8.0,33.0,0.0,0.0,0.0,0.0,68.0,945.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,171.8181818181818,12.363636363636363
Tronco Splash,72,196,92,234,105,288,84,214,72,194,68,174,69.0,164.0,24.0,59.0,0.0,0.0,0.0,0.0,586.0,1523.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,276.90909090909093,106.54545454545455
Bumperazo,5,47,8,175,8,168,8,194,7,140,8,200,8.0,177.0,7.0,133.0,0.0,0.0,0.0,0.0,59.0,1234.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,224.36363636363637,10.727272727272727
Brincanguro,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,0.0,0.0
Moto Bala,16,189,21,250,24,288,24,286,24,286,20,237,23.0,193.0,23.0,220.0,0.0,0.0,0.0,0.0,175.0,1949.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,354.3636363636364,31.818181818181817
Convoy,3,13,7,35,12,38,13,30,8,25,8,42,12.0,48.0,13.0,46.0,0.0,0.0,0.0,0.0,76.0,277.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,50.36363636363637,13.818181818181818
Bumpercitos,4,18,2,7,8,31,9,48,11,46,13,78,12.0,75.0,9.0,50.0,0.0,0.0,0.0,0.0,68.0,353.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,64.18181818181819,12.363636363636363
Bici Magica,4,28,7,53,12,63,9,49,8,27,10,48,11.0,47.0,9.0,56.0,0.0,0.0,0.0,0.0,70.0,371.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,67.45454545454545,12.727272727272727
Polo Norte,9,18,11,28,12,40,12,26,12,28,12,27,11.0,35.0,8.0,18.0,0.0,0.0,0.0,0.0,87.0,220.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,40.0,15.818181818181818
Sol De Mi Barrio,1,5,1,2,8,61,7,86,5,78,6,86,6.0,41.0,6.0,42.0,0.0,0.0,0.0,0.0,40.0,401.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,72.9090909090909,7.2727272727272725
Tifón,9,144,9,143,10,160,10,145,10,123,10,134,10.0,134.0,10.0,136.0,0.0,0.0,0.0,0.0,78.0,1119.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,203.45454545454547,14.181818181818182
Carrusel,4,38,8,67,12,93,9,52,10,49,10,54,11.0,78.0,9.0,50.0,0.0,0.0,0.0,0.0,73.0,481.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,87.45454545454545,13.272727272727273
Trencito,2,11,5,95,5,156,5,138,5,125,5,131,5.0,112.0,5.0,52.0,0.0,0.0,0.0,0.0,37.0,820.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,149.0909090909091,6.7272727272727275
El Revoloteo,5,86,8,155,8,160,8,153,8,88,8,116,8.0,122.0,8.0,105.0,0.0,0.0,0.0,0.0,61.0,985.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,179.0909090909091,11.090909090909092
Guerra Pirata,6,53,9,123,9,172,9,127,9,145,9,78,9.0,101.0,9.0,58.0,0.0,0.0,0.0,0.0,69.0,857.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,155.8181818181818,12.545454545454545
Faro Saltarín,8,45,10,71,10,124,10,84,10,90,10,130,10.0,127.0,10.0,138.0,0.0,0.0,0.0,0.0,78.0,809.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,147.0909090909091,14.181818181818182
El Relámpago,16,132,30,268,33,294,26,216,20,158,30,265,14.0,114.0,13.0,76.0,0.0,0.0,0.0,0.0,182.0,1523.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,276.90909090909093,33.09090909090909
Casichoco,4,20,2,16,7,46,8,44,5,19,8,32,7.0,43.0,6.0,24.0,0.0,0.0,0.0,0.0,47.0,244.0,2023-09-22,False,Ninguno,25.0,15.0,Moderate rain at times,0,44.36363636363637,8.545454545454545
