juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,4,54,6,101,6,107,6,97,6,107,6,99,6.0,106.0,6.0,111.0,6.0,90.0,0.0,0.0,52.0,872.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,158.54545454545453,9.454545454545455
Samba Balloon,5,41,9,129,9,149,9,157,9,147,9,143,9.0,142.0,9.0,130.0,9.0,88.0,0.0,0.0,77.0,1126.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,204.72727272727272,14.0
Loco Bus,5,41,10,149,10,154,10,164,10,160,10,165,10.0,165.0,10.0,169.0,10.0,164.0,0.0,0.0,85.0,1331.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,242.0,15.454545454545455
Dragon,10,166,15,269,14,262,15,275,14,258,15,279,15.0,278.0,15.0,281.0,15.0,277.0,0.0,0.0,128.0,2345.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,426.3636363636364,23.272727272727273
Comanche,7,128,10,234,10,228,9,209,9,207,10,227,10.0,235.0,10.0,230.0,10.0,234.0,0.0,0.0,85.0,1932.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,351.27272727272725,15.454545454545455
Ratón Loroco,61,164,88,306,72,264,86,310,83,305,93,342,84.0,308.0,91.0,333.0,79.0,285.0,0.0,0.0,737.0,2617.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,475.8181818181818,134.0
Remolino,46,192,72,341,72,373,72,377,72,365,47,228,72.0,368.0,72.0,371.0,72.0,342.0,0.0,0.0,597.0,2957.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,537.6363636363636,108.54545454545455
Rascacielos,7,91,8,136,2,34,3,51,7,119,7,119,7.0,125.0,8.0,144.0,7.0,126.0,0.0,0.0,56.0,945.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,171.8181818181818,10.181818181818182
Tronco Splash,0,0,0,0,102,270,171,477,164,456,128,378,164.0,438.0,164.0,490.0,72.0,210.0,0.0,0.0,965.0,2719.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,494.3636363636364,175.45454545454547
Bumperazo,8,70,10,271,10,256,8,221,7,193,8,122,10.0,273.0,9.0,248.0,8.0,210.0,0.0,0.0,78.0,1864.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,338.90909090909093,14.181818181818182
Brincanguro,6,110,8,184,6,139,7,165,8,191,7,168,8.0,186.0,8.0,184.0,8.0,187.0,0.0,0.0,66.0,1514.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,275.27272727272725,12.0
Moto Bala,9,108,14,168,14,168,14,166,14,166,14,165,14.0,168.0,14.0,168.0,14.0,168.0,0.0,0.0,121.0,1445.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,262.72727272727275,22.0
Convoy,9,65,13,116,12,146,13,148,13,135,12,130,13.0,146.0,13.0,147.0,12.0,127.0,0.0,0.0,110.0,1160.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,210.9090909090909,20.0
Bumpercitos,8,57,8,107,9,120,9,119,9,106,11,141,10.0,125.0,9.0,113.0,10.0,121.0,0.0,0.0,83.0,1009.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,183.45454545454547,15.090909090909092
Bici Magica,7,45,11,113,11,123,11,118,11,118,11,119,10.0,108.0,10.0,105.0,13.0,128.0,0.0,0.0,95.0,977.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,177.63636363636363,17.272727272727273
Polo Norte,12,57,12,62,12,66,12,69,12,61,12,71,13.0,71.0,13.0,72.0,13.0,67.0,0.0,0.0,111.0,596.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,108.36363636363636,20.181818181818183
Sol De Mi Barrio,0,0,5,74,4,368,4,369,4,390,4,387,4.0,393.0,4.0,384.0,4.0,365.0,0.0,0.0,33.0,2730.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,496.3636363636364,6.0
Tifón,7,112,9,144,8,128,8,128,8,128,8,128,8.0,128.0,8.0,128.0,8.0,128.0,0.0,0.0,72.0,1152.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,209.45454545454547,13.090909090909092
Carrusel,10,115,10,232,8,199,11,247,8,286,9,301,8.0,298.0,8.0,262.0,10.0,216.0,0.0,0.0,82.0,2156.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,392.0,14.909090909090908
Trencito,7,252,8,303,8,295,8,316,8,315,8,312,8.0,308.0,8.0,329.0,8.0,307.0,0.0,0.0,71.0,2737.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,497.6363636363636,12.909090909090908
El Revoloteo,8,184,8,182,8,182,8,181,8,183,8,180,8.0,177.0,8.0,179.0,8.0,177.0,0.0,0.0,72.0,1625.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,295.45454545454544,13.090909090909092
Guerra Pirata,6,64,9,182,9,196,9,196,9,197,9,161,9.0,194.0,9.0,194.0,9.0,183.0,0.0,0.0,78.0,1567.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,284.90909090909093,14.181818181818182
Faro Saltarín,7,71,10,123,10,118,10,109,10,124,10,118,10.0,113.0,10.0,116.0,10.0,109.0,0.0,0.0,87.0,1001.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,182.0,15.818181818181818
El Relámpago,18,136,30,267,30,262,36,316,36,311,34,301,35.0,316.0,34.0,264.0,30.0,268.0,0.0,0.0,283.0,2441.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,443.8181818181818,51.45454545454545
Casichoco,5,49,6,109,6,139,6,137,6,143,6,164,6.0,152.0,6.0,134.0,7.0,100.0,0.0,0.0,54.0,1127.0,2023-03-26,False,Ninguno,28.0,15.0,Cloudy,0,204.9090909090909,9.818181818181818
