juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,3,18,5,70,5,80,6,90,6,90,6,90,6.0,95.0,6.0,92.0,0.0,0.0,0.0,0.0,43.0,625.0,2023-02-16,False,Ninguno,28.0,13.0,Sunny,0,113.63636363636364,7.818181818181818
Samba Balloon,3,8,6,20,7,35,5,16,5,26,8,35,8.0,42.0,7.0,26.0,0.0,0.0,0.0,0.0,49.0,208.0,2023-02-16,False,Ninguno,28.0,13.0,Sunny,0,37.81818181818182,8.909090909090908
Loco Bus,0,0,4,16,8,61,9,47,7,40,8,57,6.0,26.0,8.0,59.0,0.0,0.0,0.0,0.0,50.0,306.0,2023-02-16,False,Ninguno,28.0,13.0,Sunny,0,55.63636363636363,9.090909090909092
Dragon,4,18,8,51,12,94,10,60,11,87,13,77,11.0,63.0,14.0,91.0,0.0,0.0,0.0,0.0,83.0,541.0,2023-02-16,False,Ninguno,28.0,13.0,Sunny,0,98.36363636363636,15.090909090909092
Comanche,4,28,7,114,8,136,9,107,3,51,10,118,9.0,93.0,8.0,64.0,0.0,0.0,0.0,0.0,58.0,711.0,2023-02-16,False,Ninguno,28.0,13.0,Sunny,0,129.27272727272728,10.545454545454545
Ratón Loroco,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-16,False,Ninguno,28.0,13.0,Sunny,0,0.0,0.0
Remolino,10,27,27,90,36,111,36,136,36,119,36,103,36.0,114.0,30.0,86.0,0.0,0.0,0.0,0.0,247.0,786.0,2023-02-16,False,Ninguno,28.0,13.0,Sunny,0,142.9090909090909,44.90909090909091
Rascacielos,0,0,7,35,6,59,8,67,8,58,7,31,7.0,39.0,8.0,34.0,0.0,0.0,0.0,0.0,51.0,323.0,2023-02-16,False,Ninguno,28.0,13.0,Sunny,0,58.72727272727273,9.272727272727273
Tronco Splash,8,20,29,72,36,98,30,71,36,82,35,87,36.0,87.0,30.0,67.0,0.0,0.0,0.0,0.0,240.0,584.0,2023-02-16,False,Ninguno,28.0,13.0,Sunny,0,106.18181818181819,43.63636363636363
Bumperazo,1,6,3,9,13,93,9,126,10,120,8,171,8.0,179.0,8.0,133.0,0.0,0.0,0.0,0.0,60.0,837.0,2023-02-16,False,Ninguno,28.0,13.0,Sunny,0,152.1818181818182,10.909090909090908
