juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,6,70,6,127,6,118,6,108,6,107,6,117,6.0,119.0,6.0,94.0,0.0,0.0,0.0,0.0,48.0,860.0,2023-04-28,False,Ninguno,26.0,17.0,Patchy rain possible,0,156.36363636363637,8.727272727272727
Samba Balloon,6,81,10,159,10,198,10,186,10,176,10,187,10.0,191.0,10.0,168.0,0.0,0.0,0.0,0.0,76.0,1346.0,2023-04-28,False,Ninguno,26.0,17.0,Patchy rain possible,0,244.72727272727272,13.818181818181818
Loco Bus,8,123,9,185,9,183,9,183,9,179,9,182,9.0,191.0,9.0,176.0,0.0,0.0,0.0,0.0,71.0,1402.0,2023-04-28,False,Ninguno,26.0,17.0,Patchy rain possible,0,254.9090909090909,12.909090909090908
Dragon,16,233,16,302,16,311,16,303,16,298,16,304,16.0,306.0,16.0,300.0,0.0,0.0,0.0,0.0,128.0,2357.0,2023-04-28,False,Ninguno,26.0,17.0,Patchy rain possible,0,428.54545454545456,23.272727272727273
Comanche,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-04-28,False,Ninguno,26.0,17.0,Patchy rain possible,0,0.0,0.0
Ratón Loroco,77,256,75,283,89,313,84,305,81,297,84,290,84.0,297.0,78.0,265.0,0.0,0.0,0.0,0.0,652.0,2306.0,2023-04-28,False,Ninguno,26.0,17.0,Patchy rain possible,0,419.27272727272725,118.54545454545455
Remolino,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-04-28,False,Ninguno,26.0,17.0,Patchy rain possible,0,0.0,0.0
Rascacielos,9,162,12,216,11,198,10,180,10,180,10,180,11.0,196.0,10.0,180.0,0.0,0.0,0.0,0.0,83.0,1492.0,2023-04-28,False,Ninguno,26.0,17.0,Patchy rain possible,0,271.27272727272725,15.090909090909092
Tronco Splash,72,210,150,485,152,478,128,400,144,460,144,461,144.0,441.0,154.0,415.0,0.0,0.0,0.0,0.0,1088.0,3350.0,2023-04-28,False,Ninguno,26.0,17.0,Patchy rain possible,0,609.0909090909091,197.8181818181818
Bumperazo,10,207,10,262,10,257,10,270,9,248,9,250,9.0,236.0,10.0,181.0,0.0,0.0,0.0,0.0,77.0,1911.0,2023-04-28,False,Ninguno,26.0,17.0,Patchy rain possible,0,347.45454545454544,14.0
Brincanguro,4,70,8,188,9,214,7,165,8,188,7,165,9.0,210.0,10.0,233.0,0.0,0.0,0.0,0.0,62.0,1433.0,2023-04-28,False,Ninguno,26.0,17.0,Patchy rain possible,0,260.54545454545456,11.272727272727273
Moto Bala,30,358,30,357,30,360,30,360,30,360,30,360,30.0,353.0,30.0,360.0,0.0,0.0,0.0,0.0,240.0,2868.0,2023-04-28,False,Ninguno,26.0,17.0,Patchy rain possible,0,521.4545454545455,43.63636363636363
Convoy,13,104,11,116,11,140,14,143,15,140,13,135,15.0,194.0,14.0,141.0,0.0,0.0,0.0,0.0,106.0,1113.0,2023-04-28,False,Ninguno,26.0,17.0,Patchy rain possible,0,202.36363636363637,19.272727272727273
Bumpercitos,11,129,11,162,12,180,10,146,9,126,9,129,10.0,147.0,10.0,155.0,0.0,0.0,0.0,0.0,82.0,1174.0,2023-04-28,False,Ninguno,26.0,17.0,Patchy rain possible,0,213.45454545454547,14.909090909090908
