juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,6,77,6,99,6,101,6,96,6,105,6,119,3.0,58.0,4.0,47.0,0.0,0.0,0.0,0.0,43.0,702.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,127.63636363636364,7.818181818181818
Samba Balloon,7,93,7,81,7,100,7,114,7,117,7,97,4.0,66.0,7.0,99.0,0.0,0.0,0.0,0.0,53.0,767.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,139.45454545454547,9.636363636363637
Loco Bus,10,170,11,136,11,175,11,141,11,187,9,133,2.0,32.0,10.0,102.0,0.0,0.0,0.0,0.0,75.0,1076.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,195.63636363636363,13.636363636363637
Dragon,15,267,17,325,16,312,17,336,15,312,7,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1686.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,306.54545454545456,15.818181818181818
Comanche,9,159,10,230,10,236,10,233,10,238,2,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1143.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,207.8181818181818,9.272727272727273
Ratón Loroco,30,113,72,260,82,293,83,315,69,258,77,286,35.0,119.0,36.0,188.0,0.0,0.0,0.0,0.0,484.0,1832.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,333.09090909090907,88.0
Remolino,36,177,62,354,62,355,66,366,56,315,64,357,20.0,111.0,46.0,215.0,0.0,0.0,0.0,0.0,412.0,2250.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,409.09090909090907,74.9090909090909
Rascacielos,0,0,0,0,0,0,12,214,12,216,12,212,5.0,90.0,10.0,156.0,0.0,0.0,0.0,0.0,51.0,888.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,161.45454545454547,9.272727272727273
Tronco Splash,133,460,151,454,154,336,159,412,163,466,167,512,130.0,389.0,89.0,244.0,0.0,0.0,0.0,0.0,1146.0,3273.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,595.0909090909091,208.36363636363637
Bumperazo,10,164,10,273,9,245,10,275,9,251,9,248,9.0,244.0,9.0,173.0,0.0,0.0,0.0,0.0,75.0,1873.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,340.54545454545456,13.636363636363637
Brincanguro,5,98,7,164,7,168,6,137,7,163,7,162,2.0,47.0,8.0,184.0,0.0,0.0,0.0,0.0,49.0,1123.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,204.1818181818182,8.909090909090908
Moto Bala,18,213,21,251,21,252,22,264,22,264,21,252,9.0,108.0,21.0,252.0,0.0,0.0,0.0,0.0,155.0,1856.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,337.45454545454544,28.181818181818183
Convoy,14,115,15,73,16,93,15,84,14,95,12,101,2.0,14.0,13.0,71.0,0.0,0.0,0.0,0.0,101.0,646.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,117.45454545454545,18.363636363636363
Bumpercitos,11,149,11,129,3,18,6,81,6,76,8,113,6.0,64.0,8.0,71.0,0.0,0.0,0.0,0.0,59.0,701.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,127.45454545454545,10.727272727272727
Bici Magica,9,108,10,114,10,115,9,97,10,116,9,100,8.0,65.0,10.0,90.0,0.0,0.0,0.0,0.0,75.0,805.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,146.36363636363637,13.636363636363637
Polo Norte,13,117,14,88,13,81,13,76,8,52,11,87,11.0,52.0,10.0,37.0,0.0,0.0,0.0,0.0,93.0,590.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,107.27272727272727,16.90909090909091
Sol De Mi Barrio,5,61,3,31,4,114,5,256,5,241,1,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,761.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,138.36363636363637,4.181818181818182
Tifón,5,76,10,160,10,160,10,160,11,176,10,160,10.0,160.0,7.0,107.0,0.0,0.0,0.0,0.0,73.0,1159.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,210.72727272727272,13.272727272727273
Carrusel,10,243,9,221,10,114,10,164,11,146,11,312,8.0,119.0,12.0,149.0,0.0,0.0,0.0,0.0,81.0,1468.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,266.90909090909093,14.727272727272727
Trencito,8,227,8,301,8,315,8,306,8,325,8,311,4.0,159.0,8.0,285.0,0.0,0.0,0.0,0.0,60.0,2229.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,405.27272727272725,10.909090909090908
El Revoloteo,3,71,9,209,9,209,9,211,9,210,9,209,3.0,68.0,9.0,178.0,0.0,0.0,0.0,0.0,60.0,1365.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,248.1818181818182,10.909090909090908
Guerra Pirata,7,161,9,204,9,207,9,155,9,207,9,206,7.0,104.0,9.0,103.0,0.0,0.0,0.0,0.0,68.0,1347.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,244.9090909090909,12.363636363636363
Faro Saltarín,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,0.0,0.0
El Relámpago,25,186,35,264,35,261,33,249,24,179,33,245,10.0,75.0,33.0,249.0,0.0,0.0,0.0,0.0,228.0,1708.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,310.54545454545456,41.45454545454545
Casichoco,8,221,9,138,8,154,9,128,9,92,8,108,9.0,119.0,8.0,124.0,0.0,0.0,0.0,0.0,68.0,1084.0,2023-08-04,False,Ninguno,26.0,15.0,Moderate or heavy rain shower,0,197.0909090909091,12.363636363636363
