juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,4,36,6,98,6,105,6,112,6,115,6,113,6.0,118.0,6.0,100.0,0.0,0.0,0.0,0.0,46.0,797.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,144.9090909090909,8.363636363636363
Samba Balloon,9,65,10,161,10,178,10,168,10,182,7,88,6.0,122.0,10.0,139.0,0.0,0.0,0.0,0.0,72.0,1103.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,200.54545454545453,13.090909090909092
Loco Bus,6,37,10,103,10,153,10,141,10,124,10,145,10.0,139.0,10.0,96.0,0.0,0.0,0.0,0.0,76.0,938.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,170.54545454545453,13.818181818181818
Dragon,9,167,14,271,14,273,15,285,11,211,0,0,12.0,229.0,14.0,271.0,0.0,0.0,0.0,0.0,89.0,1707.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,310.3636363636364,16.181818181818183
Comanche,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,0.0,0.0
Ratón Loroco,54,170,69,270,78,300,82,300,62,225,54,206,78.0,296.0,79.0,288.0,0.0,0.0,0.0,0.0,556.0,2055.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,373.6363636363636,101.0909090909091
Remolino,36,168,61,332,65,360,63,351,44,253,48,268,60.0,338.0,51.0,289.0,0.0,0.0,0.0,0.0,428.0,2359.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,428.90909090909093,77.81818181818181
Rascacielos,6,108,11,197,12,214,12,215,12,215,12,213,12.0,214.0,12.0,214.0,0.0,0.0,0.0,0.0,89.0,1590.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,289.09090909090907,16.181818181818183
Tronco Splash,72,213,159,460,159,521,180,480,180,490,180,530,144.0,419.0,154.0,470.0,0.0,0.0,0.0,0.0,1228.0,3583.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,651.4545454545455,223.27272727272728
Bumperazo,8,59,8,199,8,204,8,216,8,214,8,205,7.0,181.0,8.0,210.0,0.0,0.0,0.0,0.0,63.0,1488.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,270.54545454545456,11.454545454545455
Brincanguro,6,85,7,151,8,186,8,182,9,209,8,182,8.0,181.0,9.0,207.0,0.0,0.0,0.0,0.0,63.0,1383.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,251.45454545454547,11.454545454545455
Moto Bala,15,149,17,201,16,190,16,190,12,142,7,83,14.0,168.0,15.0,175.0,0.0,0.0,0.0,0.0,112.0,1298.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,236.0,20.363636363636363
Convoy,6,28,13,69,15,83,15,103,15,84,15,69,15.0,114.0,15.0,66.0,0.0,0.0,0.0,0.0,109.0,616.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,112.0,19.818181818181817
Bumpercitos,7,34,8,60,8,99,8,90,8,120,8,115,8.0,132.0,9.0,122.0,0.0,0.0,0.0,0.0,64.0,772.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,140.36363636363637,11.636363636363637
Bici Magica,11,55,11,73,11,113,9,73,10,70,9,70,10.0,80.0,9.0,52.0,0.0,0.0,0.0,0.0,80.0,586.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,106.54545454545455,14.545454545454545
Polo Norte,11,36,10,47,10,69,11,71,9,48,9,54,9.0,57.0,11.0,68.0,0.0,0.0,0.0,0.0,80.0,450.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,81.81818181818181,14.545454545454545
Sol De Mi Barrio,4,19,9,99,9,119,6,142,5,147,0,0,7.0,196.0,9.0,155.0,0.0,0.0,0.0,0.0,49.0,877.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,159.45454545454547,8.909090909090908
Tifón,8,128,8,126,9,144,9,143,8,125,9,144,9.0,144.0,9.0,144.0,0.0,0.0,0.0,0.0,69.0,1098.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,199.63636363636363,12.545454545454545
Carrusel,9,71,12,137,11,157,12,156,12,177,11,229,11.0,187.0,13.0,140.0,0.0,0.0,0.0,0.0,91.0,1254.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,228.0,16.545454545454547
Trencito,5,72,7,245,7,294,7,275,7,321,7,284,7.0,281.0,7.0,205.0,0.0,0.0,0.0,0.0,54.0,1977.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,359.45454545454544,9.818181818181818
El Revoloteo,5,31,10,198,10,214,10,220,10,220,10,220,10.0,220.0,10.0,220.0,0.0,0.0,0.0,0.0,75.0,1543.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,280.54545454545456,13.636363636363637
Guerra Pirata,4,43,10,158,10,166,10,167,11,105,4,21,10.0,157.0,8.0,157.0,0.0,0.0,0.0,0.0,67.0,974.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,177.0909090909091,12.181818181818182
Faro Saltarín,9,85,9,97,11,115,11,127,11,119,11,117,12.0,132.0,12.0,141.0,0.0,0.0,0.0,0.0,86.0,933.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,169.63636363636363,15.636363636363637
El Relámpago,18,131,30,225,30,225,30,225,26,195,14,105,26.0,195.0,30.0,225.0,0.0,0.0,0.0,0.0,204.0,1526.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,277.45454545454544,37.09090909090909
Casichoco,4,23,9,78,6,147,5,70,6,72,5,124,6.0,108.0,5.0,66.0,0.0,0.0,0.0,0.0,46.0,688.0,2023-06-10,False,Ninguno,27.0,17.0,Heavy rain at times,0,125.0909090909091,8.363636363636363
