juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,0,0,2,4,3,6,3,6,1,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,23.0,2023-10-25,False,Ninguno,22.0,15.0,Moderate rain at times,0,4.181818181818182,2.1818181818181817
Samba Balloon,0,0,1,3,5,17,2,5,3,9,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,44.0,2023-10-25,False,Ninguno,22.0,15.0,Moderate rain at times,0,8.0,2.727272727272727
Loco Bus,0,0,0,0,5,22,3,11,4,10,5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,54.0,2023-10-25,False,Ninguno,22.0,15.0,Moderate rain at times,0,9.818181818181818,3.090909090909091
Dragon,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-25,False,Ninguno,22.0,15.0,Moderate rain at times,0,0.0,0.0
Comanche,0,0,3,13,10,132,7,42,9,46,5,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,260.0,2023-10-25,False,Ninguno,22.0,15.0,Moderate rain at times,0,47.27272727272727,6.181818181818182
Ratón Loroco,0,0,25,82,36,114,29,96,17,56,69,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,542.0,2023-10-25,False,Ninguno,22.0,15.0,Moderate rain at times,0,98.54545454545455,32.0
Remolino,0,0,14,47,42,178,26,87,32,122,54,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,649.0,2023-10-25,False,Ninguno,22.0,15.0,Moderate rain at times,0,118.0,30.545454545454547
Rascacielos,0,0,2,6,8,101,8,101,5,53,13,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,396.0,2023-10-25,False,Ninguno,22.0,15.0,Moderate rain at times,0,72.0,6.545454545454546
Tronco Splash,0,0,9,19,47,119,101,285,45,121,109,339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,883.0,2023-10-25,False,Ninguno,22.0,15.0,Moderate rain at times,0,160.54545454545453,56.54545454545455
Bumperazo,0,0,1,3,1,2,8,72,7,70,14,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,375.0,2023-10-25,False,Ninguno,22.0,15.0,Moderate rain at times,0,68.18181818181819,5.636363636363637
