juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,74,6,108,6,114,6,105,6,122,6,118,6.0,122.0,2.0,24.0,0.0,0.0,0.0,0.0,43.0,787.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,143.0909090909091,7.818181818181818
Samba Balloon,6,88,7,136,7,156,7,150,9,199,10,196,10.0,200.0,3.0,32.0,0.0,0.0,0.0,0.0,59.0,1157.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,210.36363636363637,10.727272727272727
Loco Bus,8,139,12,267,11,243,9,178,9,189,11,243,10.0,201.0,4.0,68.0,0.0,0.0,0.0,0.0,74.0,1528.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,277.8181818181818,13.454545454545455
Dragon,0,0,0,0,11,220,15,300,10,200,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,720.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,130.9090909090909,6.545454545454546
Comanche,0,0,0,0,0,0,9,216,8,190,6,142,6.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,690.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,125.45454545454545,5.2727272727272725
Ratón Loroco,72,271,86,341,82,310,83,311,82,312,88,334,86.0,339.0,36.0,144.0,0.0,0.0,0.0,0.0,615.0,2362.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,429.45454545454544,111.81818181818181
Remolino,0,0,0,0,36,203,72,396,72,393,20,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1107.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,201.27272727272728,36.36363636363637
Rascacielos,10,167,11,185,11,185,11,187,11,187,11,187,11.0,187.0,2.0,34.0,0.0,0.0,0.0,0.0,78.0,1319.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,239.8181818181818,14.181818181818182
Tronco Splash,144,520,144,512,144,555,144,559,144,530,144,509,144.0,501.0,144.0,519.0,0.0,0.0,0.0,0.0,1152.0,4205.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,764.5454545454545,209.45454545454547
Bumperazo,6,97,7,164,8,185,8,184,8,191,8,187,8.0,187.0,8.0,183.0,0.0,0.0,0.0,0.0,61.0,1378.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,250.54545454545453,11.090909090909092
Brincanguro,4,96,8,192,8,191,8,191,8,191,8,192,8.0,190.0,5.0,112.0,0.0,0.0,0.0,0.0,57.0,1355.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,246.36363636363637,10.363636363636363
Moto Bala,24,288,25,296,25,299,25,300,25,297,25,300,25.0,300.0,7.0,84.0,0.0,0.0,0.0,0.0,181.0,2164.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,393.45454545454544,32.90909090909091
Convoy,12,158,12,225,12,140,13,71,13,127,12,134,13.0,180.0,7.0,20.0,0.0,0.0,0.0,0.0,94.0,1055.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,191.8181818181818,17.09090909090909
Bumpercitos,4,59,7,104,7,105,8,104,8,105,7,99,7.0,98.0,4.0,46.0,0.0,0.0,0.0,0.0,52.0,720.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,130.9090909090909,9.454545454545455
Bici Magica,11,118,12,139,11,130,10,83,12,116,11,130,10.0,118.0,6.0,60.0,0.0,0.0,0.0,0.0,83.0,894.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,162.54545454545453,15.090909090909092
Polo Norte,11,61,12,143,9,108,10,86,10,105,7,80,10.0,107.0,3.0,12.0,0.0,0.0,0.0,0.0,72.0,702.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,127.63636363636364,13.090909090909092
Sol De Mi Barrio,0,0,4,43,5,284,5,273,7,218,6,179,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1039.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,188.9090909090909,5.2727272727272725
Tifón,9,143,9,143,9,142,9,141,9,143,9,144,9.0,143.0,4.0,64.0,0.0,0.0,0.0,0.0,67.0,1063.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,193.27272727272728,12.181818181818182
Carrusel,7,211,10,294,12,172,11,67,10,161,10,166,9.0,269.0,2.0,45.0,0.0,0.0,0.0,0.0,71.0,1385.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,251.8181818181818,12.909090909090908
Trencito,7,235,4,186,8,370,7,235,8,370,8,349,6.0,256.0,4.0,58.0,0.0,0.0,0.0,0.0,52.0,2059.0,2024-06-20,False,Ninguno,19.0,16.0,Moderate or heavy rain shower,0,374.3636363636364,9.454545454545455
