juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,44,6,98,6,79,6,95,6,98,6,88,6.0,92.0,6.0,103.0,6.0,98.0,6.0,98.0,71.0,1089.0,2024-12-07,False,Ninguno,22.0,14.0,Overcast,0,180.1818181818182,11.818181818181818
Samba Balloon,5,25,7,107,6,94,7,121,8,133,7,109,7.0,107.0,7.0,118.0,7.0,108.0,7.0,113.0,81.0,1250.0,2024-12-07,False,Ninguno,22.0,14.0,Overcast,0,207.72727272727272,13.545454545454545
Loco Bus,7,25,7,82,8,107,9,118,10,169,8,134,10.0,175.0,9.0,154.0,9.0,161.0,7.0,123.0,104.0,1607.0,2024-12-07,False,Ninguno,22.0,14.0,Overcast,0,259.54545454545456,17.09090909090909
Dragon,14,263,16,320,16,320,16,320,16,320,16,320,16.0,320.0,16.0,320.0,16.0,320.0,16.0,320.0,190.0,3783.0,2024-12-07,False,Ninguno,22.0,14.0,Overcast,0,629.6363636363636,31.636363636363637
Comanche,6,50,9,197,10,228,11,255,12,278,11,254,11.0,258.0,11.0,257.0,11.0,259.0,11.0,264.0,125.0,2818.0,2024-12-07,False,Ninguno,22.0,14.0,Overcast,0,465.27272727272725,20.727272727272727
Ratón Loroco,72,240,82,290,72,248,82,303,82,304,82,276,82.0,296.0,82.0,288.0,82.0,302.0,82.0,274.0,964.0,3429.0,2024-12-07,False,Ninguno,22.0,14.0,Overcast,0,568.1818181818181,160.36363636363637
Remolino,20,81,51,280,56,284,60,330,61,366,56,305,61.0,333.0,36.0,188.0,20.0,113.0,15.0,84.0,464.0,2513.0,2024-12-07,False,Ninguno,22.0,14.0,Overcast,0,443.3636363636364,81.81818181818181
Rascacielos,10,174,10,179,10,180,10,180,10,171,10,169,10.0,170.0,10.0,170.0,10.0,172.0,10.0,180.0,120.0,2105.0,2024-12-07,False,Ninguno,22.0,14.0,Overcast,0,350.0,20.0
Tronco Splash,19,49,108,284,138,404,124,349,108,339,124,376,118.0,318.0,128.0,365.0,108.0,273.0,108.0,314.0,1335.0,3783.0,2024-12-07,False,Ninguno,22.0,14.0,Overcast,0,623.0909090909091,219.8181818181818
Bumperazo,6,94,8,193,8,202,8,202,8,201,8,197,8.0,197.0,9.0,234.0,8.0,205.0,8.0,201.0,95.0,2344.0,2024-12-07,False,Ninguno,22.0,14.0,Overcast,0,388.1818181818182,15.818181818181818
Brincanguro,8,147,8,192,8,190,8,192,8,190,8,190,8.0,189.0,8.0,190.0,8.0,192.0,8.0,191.0,96.0,2245.0,2024-12-07,False,Ninguno,22.0,14.0,Overcast,0,373.45454545454544,16.0
Moto Bala,20,228,30,355,30,355,26,308,30,352,30,353,30.0,358.0,30.0,358.0,30.0,353.0,30.0,354.0,342.0,4044.0,2024-12-07,False,Ninguno,22.0,14.0,Overcast,0,674.3636363636364,57.09090909090909
Convoy,7,24,14,100,15,122,17,92,18,144,19,193,17.0,148.0,16.0,158.0,16.0,149.0,15.0,146.0,185.0,1608.0,2024-12-07,False,Ninguno,22.0,14.0,Overcast,0,262.1818181818182,30.818181818181817
Bumpercitos,8,38,8,86,8,96,8,113,8,117,8,115,8.0,113.0,8.0,114.0,8.0,115.0,8.0,113.0,96.0,1252.0,2024-12-07,False,Ninguno,22.0,14.0,Overcast,0,206.54545454545453,16.0
