juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-10,False,Ninguno,28.0,19.0,Overcast,0,0.0,0.0
Samba Balloon,7,71,8,128,9,155,9,105,8,94,8,99,9.0,90.0,9.0,75.0,0.0,0.0,0.0,0.0,67.0,817.0,2024-05-10,False,Ninguno,28.0,19.0,Overcast,0,148.54545454545453,12.181818181818182
Loco Bus,10,101,10,152,13,224,12,106,13,111,12,174,10.0,168.0,10.0,77.0,0.0,0.0,0.0,0.0,90.0,1113.0,2024-05-10,False,Ninguno,28.0,19.0,Overcast,0,202.36363636363637,16.363636363636363
Dragon,14,263,14,280,15,300,15,300,12,218,12,229,11.0,220.0,10.0,189.0,0.0,0.0,0.0,0.0,103.0,1999.0,2024-05-10,False,Ninguno,28.0,19.0,Overcast,0,363.45454545454544,18.727272727272727
Comanche,7,161,10,228,11,260,11,255,10,233,11,256,9.0,215.0,9.0,161.0,0.0,0.0,0.0,0.0,78.0,1769.0,2024-05-10,False,Ninguno,28.0,19.0,Overcast,0,321.6363636363636,14.181818181818182
Ratón Loroco,36,134,28,103,89,327,89,321,89,333,89,283,89.0,322.0,89.0,325.0,0.0,0.0,0.0,0.0,598.0,2148.0,2024-05-10,False,Ninguno,28.0,19.0,Overcast,0,390.54545454545456,108.72727272727273
Remolino,52,274,71,365,72,393,68,361,68,370,66,347,72.0,378.0,66.0,328.0,0.0,0.0,0.0,0.0,535.0,2816.0,2024-05-10,False,Ninguno,28.0,19.0,Overcast,0,512.0,97.27272727272727
Rascacielos,10,168,10,169,10,168,10,155,10,167,10,168,10.0,170.0,10.0,163.0,0.0,0.0,0.0,0.0,80.0,1328.0,2024-05-10,False,Ninguno,28.0,19.0,Overcast,0,241.45454545454547,14.545454545454545
Tronco Splash,125,368,131,446,138,407,144,422,144,450,129,439,144.0,449.0,116.0,398.0,0.0,0.0,0.0,0.0,1071.0,3379.0,2024-05-10,False,Ninguno,28.0,19.0,Overcast,0,614.3636363636364,194.72727272727272
Bumperazo,3,54,8,187,8,214,8,212,7,187,7,188,8.0,212.0,8.0,179.0,0.0,0.0,0.0,0.0,57.0,1433.0,2024-05-10,False,Ninguno,28.0,19.0,Overcast,0,260.54545454545456,10.363636363636363
