juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,7,45,8,109,8,115,8,125,8,98,8,113,8.0,122.0,8.0,119.0,8.0,117.0,0.0,0.0,71.0,963.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,175.0909090909091,12.909090909090908
Samba Balloon,5,79,6,97,6,105,6,102,6,85,6,88,6.0,81.0,6.0,96.0,6.0,77.0,0.0,0.0,53.0,810.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,147.27272727272728,9.636363636363637
Loco Bus,7,56,10,133,10,170,11,161,10,164,10,157,11.0,185.0,9.0,136.0,9.0,136.0,0.0,0.0,87.0,1298.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,236.0,15.818181818181818
Dragon,13,205,17,323,17,327,17,327,17,324,17,323,17.0,325.0,17.0,323.0,17.0,322.0,0.0,0.0,149.0,2799.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,508.90909090909093,27.09090909090909
Comanche,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,0.0,0.0
Ratón Loroco,66,194,82,302,81,286,82,292,83,296,84,312,82.0,301.0,84.0,316.0,84.0,309.0,0.0,0.0,728.0,2608.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,474.1818181818182,132.36363636363637
Remolino,36,171,66,345,67,374,67,371,67,369,65,337,66.0,364.0,66.0,363.0,66.0,363.0,0.0,0.0,566.0,3057.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,555.8181818181819,102.9090909090909
Rascacielos,8,139,11,198,11,193,11,195,12,213,10,180,10.0,180.0,10.0,178.0,10.0,180.0,0.0,0.0,93.0,1656.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,301.09090909090907,16.90909090909091
Tronco Splash,92,263,123,339,136,377,138,388,137,393,140,440,144.0,395.0,138.0,390.0,138.0,415.0,0.0,0.0,1186.0,3400.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,618.1818181818181,215.63636363636363
Bumperazo,8,195,9,255,8,220,7,183,7,177,5,114,6.0,154.0,7.0,179.0,8.0,193.0,0.0,0.0,65.0,1670.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,303.6363636363636,11.818181818181818
Brincanguro,8,159,8,188,8,187,8,184,7,164,7,163,8.0,187.0,8.0,186.0,8.0,187.0,0.0,0.0,70.0,1605.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,291.8181818181818,12.727272727272727
Moto Bala,17,203,17,202,17,201,17,202,17,203,17,200,17.0,201.0,17.0,201.0,17.0,202.0,0.0,0.0,153.0,1815.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,330.0,27.818181818181817
Convoy,14,70,12,93,13,113,14,154,14,148,13,120,15.0,161.0,15.0,186.0,14.0,160.0,0.0,0.0,124.0,1205.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,219.0909090909091,22.545454545454547
Bumpercitos,7,67,10,107,9,107,10,123,10,125,10,123,10.0,121.0,10.0,122.0,10.0,123.0,0.0,0.0,86.0,1018.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,185.0909090909091,15.636363636363637
Bici Magica,9,92,11,113,11,124,11,128,12,139,12,137,10.0,111.0,12.0,139.0,12.0,126.0,0.0,0.0,100.0,1109.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,201.63636363636363,18.181818181818183
Polo Norte,10,49,11,71,10,72,11,81,10,69,11,69,10.0,63.0,10.0,63.0,11.0,71.0,0.0,0.0,94.0,608.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,110.54545454545455,17.09090909090909
Sol De Mi Barrio,0,0,4,25,5,224,5,212,5,137,5,208,5.0,191.0,7.0,197.0,7.0,193.0,0.0,0.0,43.0,1387.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,252.1818181818182,7.818181818181818
Tifón,6,88,7,104,8,120,8,118,8,120,9,133,8.0,120.0,8.0,119.0,8.0,119.0,0.0,0.0,70.0,1041.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,189.27272727272728,12.727272727272727
Carrusel,11,113,11,165,10,225,10,282,11,182,10,221,10.0,381.0,10.0,293.0,10.0,347.0,0.0,0.0,93.0,2209.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,401.6363636363636,16.90909090909091
Trencito,6,130,7,195,7,210,7,215,7,225,7,215,7.0,245.0,7.0,214.0,7.0,184.0,0.0,0.0,62.0,1833.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,333.27272727272725,11.272727272727273
El Revoloteo,8,151,9,209,9,209,9,208,9,207,9,195,9.0,197.0,9.0,198.0,9.0,195.0,0.0,0.0,80.0,1769.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,321.6363636363636,14.545454545454545
Guerra Pirata,3,27,5,104,7,147,7,150,7,149,7,150,8.0,178.0,8.0,173.0,7.0,146.0,0.0,0.0,59.0,1224.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,222.54545454545453,10.727272727272727
Faro Saltarín,8,62,11,123,12,133,12,134,12,136,12,134,12.0,125.0,12.0,126.0,12.0,136.0,0.0,0.0,103.0,1109.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,201.63636363636363,18.727272727272727
El Relámpago,20,165,31,273,32,286,33,274,33,297,30,210,30.0,270.0,31.0,276.0,19.0,167.0,0.0,0.0,259.0,2218.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,403.27272727272725,47.09090909090909
Casichoco,4,46,10,75,5,93,6,129,5,87,5,101,5.0,128.0,5.0,130.0,7.0,129.0,0.0,0.0,52.0,918.0,2024-03-17,False,Ninguno,29.0,17.0,Moderate rain at times,0,166.9090909090909,9.454545454545455
