juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,6,53,6,100,6,104,6,110,6,102,6,101,6.0,106.0,6.0,103.0,6.0,103.0,0.0,0.0,54.0,882.0,2024-01-21,False,Ninguno,25.0,13.0,Cloudy,0,160.36363636363637,9.818181818181818
Samba Balloon,8,61,8,123,8,127,8,133,8,127,8,129,8.0,133.0,8.0,135.0,8.0,125.0,0.0,0.0,72.0,1093.0,2024-01-21,False,Ninguno,25.0,13.0,Cloudy,0,198.72727272727272,13.090909090909092
Loco Bus,6,60,8,134,9,176,10,194,8,158,8,167,9.0,195.0,8.0,173.0,7.0,0.0,0.0,0.0,73.0,1257.0,2024-01-21,False,Ninguno,25.0,13.0,Cloudy,0,228.54545454545453,13.272727272727273
Dragon,8,150,18,358,18,360,17,359,18,336,18,360,18.0,360.0,18.0,358.0,18.0,360.0,0.0,0.0,151.0,3001.0,2024-01-21,False,Ninguno,25.0,13.0,Cloudy,0,545.6363636363636,27.454545454545453
Comanche,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-21,False,Ninguno,25.0,13.0,Cloudy,0,0.0,0.0
Ratón Loroco,51,191,78,263,56,212,78,296,79,299,79,271,82.0,320.0,82.0,322.0,82.0,308.0,0.0,0.0,667.0,2482.0,2024-01-21,False,Ninguno,25.0,13.0,Cloudy,0,451.27272727272725,121.27272727272727
Remolino,20,106,58,334,36,196,58,324,27,156,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,1116.0,2024-01-21,False,Ninguno,25.0,13.0,Cloudy,0,202.9090909090909,36.18181818181818
Rascacielos,7,121,7,124,10,174,7,126,9,162,9,160,9.0,161.0,9.0,160.0,10.0,176.0,0.0,0.0,77.0,1364.0,2024-01-21,False,Ninguno,25.0,13.0,Cloudy,0,248.0,14.0
Tronco Splash,36,93,108,297,122,343,123,367,128,446,133,511,144.0,471.0,144.0,442.0,144.0,672.0,0.0,0.0,1082.0,3642.0,2024-01-21,False,Ninguno,25.0,13.0,Cloudy,0,662.1818181818181,196.72727272727272
Bumperazo,5,105,7,158,7,163,8,196,7,172,8,205,7.0,180.0,8.0,214.0,8.0,209.0,0.0,0.0,65.0,1602.0,2024-01-21,False,Ninguno,25.0,13.0,Cloudy,0,291.27272727272725,11.818181818181818
