juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,64,6,102,6,104,6,110,6,112,6,102,6.0,104.0,6.0,105.0,6.0,94.0,0.0,0.0,53.0,897.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,163.0909090909091,9.636363636363637
Samba Balloon,7,61,9,155,9,156,9,154,9,154,9,150,10.0,160.0,10.0,141.0,9.0,142.0,0.0,0.0,81.0,1273.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,231.45454545454547,14.727272727272727
Loco Bus,6,79,8,147,9,172,10,207,8,163,9,180,9.0,177.0,9.0,162.0,10.0,114.0,0.0,0.0,78.0,1401.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,254.72727272727272,14.181818181818182
Dragon,10,180,16,288,15,269,16,288,17,244,16,288,17.0,306.0,17.0,306.0,17.0,306.0,0.0,0.0,141.0,2475.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,450.0,25.636363636363637
Comanche,8,178,11,261,12,286,10,239,12,286,12,288,12.0,285.0,12.0,284.0,10.0,235.0,0.0,0.0,99.0,2342.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,425.8181818181818,18.0
Ratón Loroco,56,205,82,309,87,337,92,348,96,361,88,328,56.0,218.0,84.0,317.0,82.0,309.0,0.0,0.0,723.0,2732.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,496.72727272727275,131.45454545454547
Remolino,36,127,72,382,72,399,72,375,72,417,72,405,72.0,413.0,72.0,397.0,72.0,347.0,0.0,0.0,612.0,3262.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,593.0909090909091,111.27272727272727
Rascacielos,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,0.0,0.0
Tronco Splash,72,217,144,433,144,463,144,500,144,437,144,471,144.0,407.0,144.0,428.0,144.0,457.0,0.0,0.0,1224.0,3813.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,693.2727272727273,222.54545454545453
Bumperazo,5,81,8,209,7,197,7,189,7,199,7,190,7.0,195.0,7.0,204.0,7.0,187.0,0.0,0.0,62.0,1651.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,300.1818181818182,11.272727272727273
Brincanguro,6,122,8,192,8,192,8,180,8,186,8,192,8.0,192.0,8.0,192.0,8.0,192.0,0.0,0.0,70.0,1640.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,298.1818181818182,12.727272727272727
Moto Bala,17,199,18,215,18,216,18,216,18,216,18,216,16.0,192.0,18.0,214.0,17.0,204.0,0.0,0.0,158.0,1888.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,343.27272727272725,28.727272727272727
Convoy,14,72,14,108,14,156,13,153,15,152,14,146,14.0,142.0,15.0,156.0,15.0,132.0,0.0,0.0,128.0,1217.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,221.27272727272728,23.272727272727273
Bumpercitos,4,39,6,77,8,113,5,71,7,100,8,115,8.0,116.0,8.0,117.0,8.0,114.0,0.0,0.0,62.0,862.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,156.72727272727272,11.272727272727273
Bici Magica,10,96,11,124,11,123,11,124,11,129,11,124,11.0,125.0,12.0,139.0,13.0,149.0,0.0,0.0,101.0,1133.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,206.0,18.363636363636363
Polo Norte,9,47,9,79,11,80,12,85,12,91,12,83,12.0,76.0,10.0,68.0,11.0,75.0,0.0,0.0,98.0,684.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,124.36363636363636,17.818181818181817
Sol De Mi Barrio,2,10,5,87,5,278,4,403,4,385,4,372,4.0,264.0,4.0,273.0,5.0,146.0,0.0,0.0,37.0,2218.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,403.27272727272725,6.7272727272727275
Tifón,9,136,9,143,9,142,9,143,9,143,9,140,9.0,140.0,8.0,143.0,9.0,142.0,0.0,0.0,80.0,1272.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,231.27272727272728,14.545454545454545
Carrusel,9,158,8,229,8,264,7,276,9,281,8,257,9.0,349.0,9.0,292.0,10.0,266.0,0.0,0.0,77.0,2372.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,431.27272727272725,14.0
Trencito,5,152,6,232,6,217,7,259,7,266,7,287,7.0,293.0,7.0,323.0,6.0,250.0,0.0,0.0,58.0,2279.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,414.3636363636364,10.545454545454545
El Revoloteo,8,157,9,214,9,214,8,186,9,215,9,240,10.0,235.0,9.0,212.0,9.0,214.0,0.0,0.0,80.0,1887.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,343.09090909090907,14.545454545454545
Guerra Pirata,4,61,8,138,8,132,8,129,8,139,8,142,8.0,141.0,8.0,138.0,8.0,127.0,0.0,0.0,68.0,1147.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,208.54545454545453,12.363636363636363
Faro Saltarín,12,109,0,0,0,0,0,0,0,0,12,171,12.0,165.0,12.0,153.0,12.0,158.0,0.0,0.0,60.0,756.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,137.45454545454547,10.909090909090908
El Relámpago,20,164,30,270,30,268,30,270,30,267,30,269,30.0,270.0,30.0,266.0,30.0,266.0,0.0,0.0,260.0,2310.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,420.0,47.27272727272727
Casichoco,7,85,6,88,6,132,6,153,6,149,6,148,6.0,145.0,6.0,149.0,6.0,97.0,0.0,0.0,55.0,1146.0,2024-07-14,False,Ninguno,24.0,15.0,Cloudy,0,208.36363636363637,10.0
