juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,39,6,88,6,90,6,89,6,69,6,92,6.0,93.0,6.0,100.0,6.0,98.0,0.0,0.0,53.0,758.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,137.8181818181818,9.636363636363637
Samba Balloon,6,38,8,101,8,131,8,128,8,133,8,121,8.0,140.0,9.0,132.0,8.0,108.0,0.0,0.0,71.0,1032.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,187.63636363636363,12.909090909090908
Loco Bus,8,48,10,141,10,166,11,200,11,210,11,189,11.0,182.0,12.0,221.0,7.0,106.0,0.0,0.0,91.0,1463.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,266.0,16.545454545454547
Dragon,15,199,18,360,18,360,18,360,18,360,18,360,18.0,360.0,18.0,360.0,18.0,360.0,0.0,0.0,159.0,3079.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,559.8181818181819,28.90909090909091
Comanche,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,0.0,0.0
Ratón Loroco,81,303,82,282,82,269,82,309,85,309,82,316,84.0,260.0,84.0,317.0,82.0,309.0,0.0,0.0,744.0,2674.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,486.1818181818182,135.27272727272728
Remolino,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60.0,330.0,0.0,0.0,60.0,330.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,60.0,10.909090909090908
Rascacielos,6,105,9,162,10,179,10,180,10,180,9,160,10.0,180.0,10.0,180.0,10.0,180.0,0.0,0.0,84.0,1506.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,273.8181818181818,15.272727272727273
Tronco Splash,128,403,141,403,144,401,141,384,144,380,141,392,144.0,404.0,142.0,399.0,144.0,439.0,0.0,0.0,1269.0,3605.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,655.4545454545455,230.72727272727272
Bumperazo,3,16,7,135,7,176,7,188,7,176,8,198,8.0,208.0,7.0,187.0,8.0,199.0,0.0,0.0,62.0,1483.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,269.6363636363636,11.272727272727273
Brincanguro,6,101,7,159,8,208,7,158,7,162,7,158,7.0,162.0,8.0,187.0,8.0,170.0,0.0,0.0,65.0,1465.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,266.3636363636364,11.818181818181818
Moto Bala,15,170,17,202,17,204,17,204,17,203,17,204,17.0,204.0,17.0,204.0,17.0,204.0,0.0,0.0,151.0,1799.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,327.09090909090907,27.454545454545453
Convoy,11,58,14,121,15,133,14,117,15,179,14,169,15.0,178.0,12.0,141.0,11.0,127.0,0.0,0.0,121.0,1223.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,222.36363636363637,22.0
Bumpercitos,4,32,10,117,11,145,13,173,12,163,12,160,12.0,164.0,11.0,150.0,12.0,164.0,0.0,0.0,97.0,1268.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,230.54545454545453,17.636363636363637
Bici Magica,6,28,10,94,10,102,11,115,12,129,12,119,10.0,100.0,10.0,102.0,12.0,116.0,0.0,0.0,93.0,905.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,164.54545454545453,16.90909090909091
Polo Norte,9,23,9,62,10,69,10,77,11,76,10,71,10.0,72.0,11.0,82.0,10.0,70.0,0.0,0.0,90.0,602.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,109.45454545454545,16.363636363636363
Sol De Mi Barrio,7,59,7,154,4,312,4,328,4,321,4,308,4.0,303.0,4.0,305.0,7.0,263.0,0.0,0.0,45.0,2353.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,427.8181818181818,8.181818181818182
Tifón,7,104,10,157,10,156,9,140,8,125,10,159,10.0,156.0,10.0,149.0,11.0,156.0,0.0,0.0,85.0,1302.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,236.72727272727272,15.454545454545455
Carrusel,9,100,10,188,9,246,10,277,10,439,10,360,10.0,415.0,9.0,411.0,11.0,377.0,0.0,0.0,88.0,2813.0,2024-02-18,False,Ninguno,24.0,14.0,Moderate or heavy rain shower,0,511.45454545454544,16.0
