juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,6,51,6,100,6,97,6,105,6,101,6,102,6.0,98.0,6.0,90.0,6.0,98.0,6.0,88.0,72.0,1122.0,2024-12-14,False,Ninguno,22.0,13.0,Patchy rain possible,0,186.54545454545453,12.0
Samba Balloon,4,24,9,125,9,144,8,124,8,127,11,172,8.0,120.0,8.0,125.0,10.0,162.0,10.0,160.0,107.0,1635.0,2024-12-14,False,Ninguno,22.0,13.0,Patchy rain possible,0,265.27272727272725,17.454545454545453
Loco Bus,7,47,7,107,7,72,11,193,11,154,9,149,9.0,162.0,10.0,176.0,9.0,161.0,10.0,192.0,111.0,1814.0,2024-12-14,False,Ninguno,22.0,13.0,Patchy rain possible,0,293.3636363636364,18.272727272727273
Dragon,5,81,16,319,16,320,16,320,16,320,16,320,16.0,320.0,10.0,200.0,13.0,249.0,16.0,320.0,172.0,3409.0,2024-12-14,False,Ninguno,22.0,13.0,Patchy rain possible,0,561.6363636363636,28.363636363636363
Comanche,5,107,9,216,10,239,11,264,11,264,11,256,12.0,287.0,11.0,259.0,13.0,312.0,14.0,336.0,136.0,3236.0,2024-12-14,False,Ninguno,22.0,13.0,Patchy rain possible,0,525.0909090909091,22.09090909090909
Ratón Loroco,46,165,56,218,82,270,83,296,82,313,82,297,82.0,317.0,82.0,305.0,82.0,280.0,82.0,293.0,923.0,3363.0,2024-12-14,False,Ninguno,22.0,13.0,Patchy rain possible,0,556.0909090909091,152.9090909090909
Remolino,25,114,52,285,66,361,66,386,66,386,61,350,66.0,351.0,66.0,386.0,66.0,361.0,50.0,283.0,716.0,4029.0,2024-12-14,False,Ninguno,22.0,13.0,Patchy rain possible,0,662.9090909090909,118.18181818181819
Rascacielos,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-14,False,Ninguno,22.0,13.0,Patchy rain possible,0,0.0,0.0
Tronco Splash,36,102,36,106,124,367,121,338,118,328,128,389,124.0,349.0,131.0,360.0,123.0,337.0,128.0,375.0,1331.0,3825.0,2024-12-14,False,Ninguno,22.0,13.0,Patchy rain possible,0,625.0909090909091,218.1818181818182
Bumperazo,9,60,8,185,9,226,9,221,9,228,9,233,9.0,222.0,9.0,214.0,9.0,218.0,9.0,223.0,108.0,2508.0,2024-12-14,False,Ninguno,22.0,13.0,Patchy rain possible,0,412.54545454545456,17.90909090909091
Brincanguro,7,110,8,189,8,192,8,191,8,190,8,192,8.0,192.0,8.0,190.0,8.0,189.0,8.0,189.0,95.0,2204.0,2024-12-14,False,Ninguno,22.0,13.0,Patchy rain possible,0,366.1818181818182,15.818181818181818
Moto Bala,20,224,30,356,30,356,30,353,30,351,30,356,30.0,357.0,30.0,355.0,30.0,354.0,30.0,359.0,345.0,4073.0,2024-12-14,False,Ninguno,22.0,13.0,Patchy rain possible,0,681.2727272727273,57.72727272727273
Convoy,8,54,11,70,15,122,16,133,13,129,11,97,11.0,108.0,16.0,183.0,16.0,181.0,17.0,195.0,163.0,1602.0,2024-12-14,False,Ninguno,22.0,13.0,Patchy rain possible,0,261.27272727272725,27.0
