juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,41,6,112,6,102,6,111,6,113,6,113,6.0,114.0,6.0,115.0,6.0,118.0,0.0,0.0,53.0,939.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,170.72727272727272,9.636363636363637
Samba Balloon,7,27,11,106,10,135,9,126,9,149,10,158,8.0,78.0,7.0,97.0,9.0,44.0,0.0,0.0,80.0,920.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,167.27272727272728,14.545454545454545
Loco Bus,6,25,9,85,8,133,9,156,8,157,7,118,3.0,40.0,6.0,67.0,6.0,32.0,0.0,0.0,62.0,813.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,147.8181818181818,11.272727272727273
Dragon,10,136,14,276,15,298,14,280,3,60,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1050.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,190.9090909090909,10.181818181818182
Comanche,8,115,12,249,12,276,12,273,3,69,2,0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1028.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,186.9090909090909,8.909090909090908
Ratón Loroco,66,248,82,303,87,331,83,307,72,273,82,299,72.0,275.0,72.0,272.0,72.0,269.0,0.0,0.0,688.0,2577.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,468.54545454545456,125.0909090909091
Remolino,26,93,36,188,58,321,72,391,66,347,72,412,72.0,417.0,72.0,394.0,56.0,202.0,0.0,0.0,530.0,2765.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,502.72727272727275,96.36363636363636
Rascacielos,7,112,10,178,10,178,10,180,10,177,10,177,10.0,179.0,10.0,180.0,10.0,168.0,0.0,0.0,87.0,1529.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,278.0,15.818181818181818
Tronco Splash,36,113,132,370,144,406,144,433,144,478,144,449,144.0,395.0,144.0,360.0,144.0,484.0,0.0,0.0,1176.0,3488.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,634.1818181818181,213.8181818181818
Bumperazo,2,36,6,107,7,163,8,202,8,193,8,190,8.0,197.0,8.0,190.0,8.0,194.0,0.0,0.0,63.0,1472.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,267.6363636363636,11.454545454545455
Brincanguro,7,155,8,191,8,191,8,191,8,191,8,186,8.0,184.0,8.0,189.0,7.0,159.0,0.0,0.0,70.0,1637.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,297.6363636363636,12.727272727272727
Moto Bala,25,298,25,299,23,276,23,276,25,299,25,296,22.0,264.0,17.0,201.0,24.0,286.0,0.0,0.0,209.0,2495.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,453.6363636363636,38.0
Convoy,8,55,13,105,15,124,13,141,8,93,3,35,14.0,125.0,11.0,92.0,10.0,69.0,0.0,0.0,95.0,839.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,152.54545454545453,17.272727272727273
Bumpercitos,3,20,6,77,8,113,6,88,6,86,7,101,6.0,87.0,5.0,70.0,6.0,46.0,0.0,0.0,53.0,688.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,125.0909090909091,9.636363636363637
Bici Magica,10,74,11,115,11,128,11,121,11,127,11,122,9.0,97.0,9.0,103.0,7.0,69.0,0.0,0.0,90.0,956.0,2024-07-07,False,Ninguno,21.0,17.0,Moderate or heavy rain shower,0,173.8181818181818,16.363636363636363
