juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,79,6,105,6,104,6,108,6,108,6,111,6.0,94.0,6.0,82.0,0.0,0.0,0.0,0.0,47.0,791.0,2024-05-17,False,Ninguno,25.0,18.0,Heavy rain at times,0,143.8181818181818,8.545454545454545
Samba Balloon,7,95,9,163,8,163,8,151,9,152,8,132,8.0,136.0,7.0,49.0,0.0,0.0,0.0,0.0,64.0,1041.0,2024-05-17,False,Ninguno,25.0,18.0,Heavy rain at times,0,189.27272727272728,11.636363636363637
Loco Bus,6,117,8,187,6,144,14,298,10,233,10,237,9.0,197.0,9.0,72.0,0.0,0.0,0.0,0.0,72.0,1485.0,2024-05-17,False,Ninguno,25.0,18.0,Heavy rain at times,0,270.0,13.090909090909092
Dragon,13,237,15,300,14,280,14,268,14,280,8,160,5.0,100.0,13.0,260.0,0.0,0.0,0.0,0.0,96.0,1885.0,2024-05-17,False,Ninguno,25.0,18.0,Heavy rain at times,0,342.72727272727275,17.454545454545453
Comanche,8,149,11,258,11,259,11,252,11,261,3,72,0.0,0.0,10.0,227.0,0.0,0.0,0.0,0.0,65.0,1478.0,2024-05-17,False,Ninguno,25.0,18.0,Heavy rain at times,0,268.72727272727275,11.818181818181818
Ratón Loroco,60,237,87,320,93,341,78,282,72,257,91,335,90.0,334.0,87.0,323.0,0.0,0.0,0.0,0.0,658.0,2429.0,2024-05-17,False,Ninguno,25.0,18.0,Heavy rain at times,0,441.6363636363636,119.63636363636364
Remolino,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-17,False,Ninguno,25.0,18.0,Heavy rain at times,0,0.0,0.0
Rascacielos,6,94,11,184,11,185,11,187,11,185,11,187,11.0,187.0,11.0,186.0,0.0,0.0,0.0,0.0,83.0,1395.0,2024-05-17,False,Ninguno,25.0,18.0,Heavy rain at times,0,253.63636363636363,15.090909090909092
Tronco Splash,138,474,144,492,144,504,144,473,144,464,144,444,144.0,480.0,138.0,452.0,0.0,0.0,0.0,0.0,1140.0,3783.0,2024-05-17,False,Ninguno,25.0,18.0,Heavy rain at times,0,687.8181818181819,207.27272727272728
Bumperazo,5,109,7,184,8,213,8,215,7,183,8,208,7.0,186.0,8.0,166.0,0.0,0.0,0.0,0.0,58.0,1464.0,2024-05-17,False,Ninguno,25.0,18.0,Heavy rain at times,0,266.1818181818182,10.545454545454545
Brincanguro,7,164,8,190,8,192,8,192,8,192,7,168,8.0,191.0,8.0,192.0,0.0,0.0,0.0,0.0,62.0,1481.0,2024-05-17,False,Ninguno,25.0,18.0,Heavy rain at times,0,269.27272727272725,11.272727272727273
Moto Bala,25,292,25,293,25,295,25,294,25,297,25,295,25.0,295.0,25.0,297.0,0.0,0.0,0.0,0.0,200.0,2358.0,2024-05-17,False,Ninguno,25.0,18.0,Heavy rain at times,0,428.72727272727275,36.36363636363637
Convoy,14,135,15,195,14,139,12,91,14,192,14,214,15.0,209.0,14.0,67.0,0.0,0.0,0.0,0.0,112.0,1242.0,2024-05-17,False,Ninguno,25.0,18.0,Heavy rain at times,0,225.8181818181818,20.363636363636363
Bumpercitos,8,108,7,101,8,113,8,110,9,129,9,130,6.0,86.0,8.0,65.0,0.0,0.0,0.0,0.0,63.0,842.0,2024-05-17,False,Ninguno,25.0,18.0,Heavy rain at times,0,153.0909090909091,11.454545454545455
