juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,79,6,101,6,100,6,110,6,106,6,110,6.0,103.0,6.0,90.0,0.0,0.0,0.0,0.0,47.0,799.0,2024-05-23,False,Ninguno,29.0,17.0,Moderate rain at times,0,145.27272727272728,8.545454545454545
Samba Balloon,8,69,6,120,10,145,8,119,8,144,7,120,9.0,156.0,8.0,114.0,0.0,0.0,0.0,0.0,64.0,987.0,2024-05-23,False,Ninguno,29.0,17.0,Moderate rain at times,0,179.45454545454547,11.636363636363637
Loco Bus,10,111,11,257,11,248,10,180,9,197,10,219,9.0,196.0,9.0,169.0,0.0,0.0,0.0,0.0,79.0,1577.0,2024-05-23,False,Ninguno,29.0,17.0,Moderate rain at times,0,286.72727272727275,14.363636363636363
Dragon,14,272,14,280,14,280,14,280,14,280,13,260,14.0,280.0,13.0,260.0,0.0,0.0,0.0,0.0,110.0,2192.0,2024-05-23,False,Ninguno,29.0,17.0,Moderate rain at times,0,398.54545454545456,20.0
Comanche,10,215,10,235,10,238,11,264,11,258,9,213,3.0,70.0,11.0,257.0,0.0,0.0,0.0,0.0,75.0,1750.0,2024-05-23,False,Ninguno,29.0,17.0,Moderate rain at times,0,318.1818181818182,13.636363636363637
Ratón Loroco,64,223,84,327,86,315,87,322,88,320,89,329,88.0,326.0,80.0,272.0,0.0,0.0,0.0,0.0,666.0,2434.0,2024-05-23,False,Ninguno,29.0,17.0,Moderate rain at times,0,442.54545454545456,121.0909090909091
Remolino,61,319,56,301,60,316,67,372,72,404,72,412,72.0,420.0,69.0,397.0,0.0,0.0,0.0,0.0,529.0,2941.0,2024-05-23,False,Ninguno,29.0,17.0,Moderate rain at times,0,534.7272727272727,96.18181818181819
Rascacielos,11,182,12,202,12,203,11,184,11,184,12,200,10.0,167.0,12.0,186.0,0.0,0.0,0.0,0.0,91.0,1508.0,2024-05-23,False,Ninguno,29.0,17.0,Moderate rain at times,0,274.1818181818182,16.545454545454547
Tronco Splash,133,412,144,480,144,447,144,443,144,439,144,438,144.0,454.0,144.0,475.0,0.0,0.0,0.0,0.0,1141.0,3588.0,2024-05-23,False,Ninguno,29.0,17.0,Moderate rain at times,0,652.3636363636364,207.45454545454547
Bumperazo,5,112,7,183,8,207,8,211,8,208,8,204,8.0,197.0,8.0,206.0,0.0,0.0,0.0,0.0,60.0,1528.0,2024-05-23,False,Ninguno,29.0,17.0,Moderate rain at times,0,277.8181818181818,10.909090909090908
Brincanguro,8,147,7,168,8,192,8,192,8,192,8,192,8.0,192.0,8.0,191.0,0.0,0.0,0.0,0.0,63.0,1466.0,2024-05-23,False,Ninguno,29.0,17.0,Moderate rain at times,0,266.54545454545456,11.454545454545455
Moto Bala,25,294,25,295,25,295,25,296,25,295,25,300,25.0,300.0,25.0,296.0,0.0,0.0,0.0,0.0,200.0,2371.0,2024-05-23,False,Ninguno,29.0,17.0,Moderate rain at times,0,431.09090909090907,36.36363636363637
Convoy,15,105,12,193,13,114,13,70,15,79,15,191,11.0,152.0,11.0,113.0,0.0,0.0,0.0,0.0,105.0,1017.0,2024-05-23,False,Ninguno,29.0,17.0,Moderate rain at times,0,184.9090909090909,19.09090909090909
