juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,63,6,110,6,99,6,105,6,104,6,101,6.0,96.0,6.0,99.0,6.0,102.0,0.0,0.0,53.0,879.0,2024-05-26,False,Ninguno,28.0,18.0,Moderate or heavy rain shower,0,159.8181818181818,9.636363636363637
Samba Balloon,4,40,7,83,8,125,8,144,8,134,9,144,9.0,143.0,9.0,121.0,10.0,152.0,0.0,0.0,72.0,1086.0,2024-05-26,False,Ninguno,28.0,18.0,Moderate or heavy rain shower,0,197.45454545454547,13.090909090909092
Loco Bus,7,42,10,125,10,203,10,164,10,180,10,168,10.0,174.0,9.0,150.0,8.0,92.0,0.0,0.0,84.0,1298.0,2024-05-26,False,Ninguno,28.0,18.0,Moderate or heavy rain shower,0,236.0,15.272727272727273
Dragon,11,175,13,252,12,235,13,253,14,273,11,217,13.0,258.0,14.0,278.0,11.0,207.0,0.0,0.0,112.0,2148.0,2024-05-26,False,Ninguno,28.0,18.0,Moderate or heavy rain shower,0,390.54545454545456,20.363636363636363
Comanche,6,71,11,258,10,239,10,237,11,234,10,261,11.0,259.0,10.0,238.0,11.0,193.0,0.0,0.0,90.0,1990.0,2024-05-26,False,Ninguno,28.0,18.0,Moderate or heavy rain shower,0,361.8181818181818,16.363636363636363
Ratón Loroco,57,207,81,291,84,304,84,312,82,284,83,296,83.0,279.0,83.0,310.0,85.0,308.0,0.0,0.0,722.0,2591.0,2024-05-26,False,Ninguno,28.0,18.0,Moderate or heavy rain shower,0,471.09090909090907,131.27272727272728
Remolino,30,138,72,376,72,396,72,406,72,396,59,326,72.0,418.0,72.0,392.0,56.0,321.0,0.0,0.0,577.0,3169.0,2024-05-26,False,Ninguno,28.0,18.0,Moderate or heavy rain shower,0,576.1818181818181,104.9090909090909
Rascacielos,8,127,10,168,10,165,10,168,10,167,10,170,10.0,170.0,10.0,169.0,10.0,157.0,0.0,0.0,88.0,1461.0,2024-05-26,False,Ninguno,28.0,18.0,Moderate or heavy rain shower,0,265.6363636363636,16.0
Tronco Splash,102,329,144,455,144,400,144,475,144,483,144,483,144.0,447.0,144.0,458.0,144.0,460.0,0.0,0.0,1254.0,3990.0,2024-05-26,False,Ninguno,28.0,18.0,Moderate or heavy rain shower,0,725.4545454545455,228.0
Bumperazo,7,62,8,195,8,201,8,199,8,206,8,206,8.0,200.0,8.0,198.0,8.0,203.0,0.0,0.0,71.0,1670.0,2024-05-26,False,Ninguno,28.0,18.0,Moderate or heavy rain shower,0,303.6363636363636,12.909090909090908
