juego,9:00 ciclos,9:00 asistencia,10:00 ciclos,10:00 asistencia,11:00 ciclos,11:00 asistencia,12:00 ciclos,12:00 asistencia,13:00 ciclos,13:00 asistencia,14:00 ciclos,14:00 asistencia,15:00 ciclos,15:00 asistencia,16:00 ciclos,16:00 asistencia,17:00 ciclos,17:00 asistencia,18:00 ciclos,18:00 asistencia,ciclos total,asistencia total,fecha,es_festivo,nombre_festivo,temperatura_max,temperatura_min,condiciones_cielo,prob_precipitacion,promedio_asistencia_por_hora,promedio_ciclos_por_hora
Balloon Wheel,5,20,6,42,6,60,6,90,6,64,5,75,6.0,54.0,4.0,37.0,0.0,0.0,6.0,37.0,69.0,731.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,110.0,10.818181818181818
Samba Balloon,5,35,4,36,7,56,9,71,8,62,10,68,9.0,45.0,8.0,86.0,0.0,0.0,4.0,26.0,99.0,950.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,130.45454545454547,14.818181818181818
Loco Bus,5,16,10,78,10,110,8,54,6,59,6,86,8.0,77.0,8.0,85.0,0.0,0.0,4.0,25.0,99.0,1092.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,152.9090909090909,14.909090909090908
Dragon,10,145,16,320,16,314,16,320,11,220,0,0,16.0,320.0,16.0,320.0,0.0,0.0,10.0,156.0,131.0,2515.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,420.90909090909093,22.0
Comanche,0,0,4,89,8,183,8,176,8,185,4,89,8.0,183.0,8.0,153.0,0.0,0.0,9.0,186.0,64.0,1411.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,241.36363636363637,11.0
Ratón Loroco,36,132,82,313,87,315,82,296,82,317,82,301,87.0,315.0,72.0,258.0,0.0,0.0,66.0,232.0,972.0,3442.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,538.2727272727273,149.8181818181818
Remolino,19,72,54,264,70,351,66,349,67,386,60,335,60.0,297.0,54.0,238.0,0.0,0.0,41.0,192.0,699.0,3591.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,552.2727272727273,108.18181818181819
Rascacielos,4,52,10,177,10,178,10,178,10,177,10,177,10.0,174.0,8.0,135.0,0.0,0.0,7.0,115.0,105.0,1826.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,289.90909090909093,16.727272727272727
Tronco Splash,27,72,46,148,87,245,135,359,128,387,123,391,129.0,416.0,128.0,383.0,0.0,0.0,88.0,265.0,1289.0,3952.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,601.6363636363636,198.1818181818182
Bumperazo,5,87,9,172,9,236,9,231,9,249,9,241,9.0,230.0,9.0,226.0,0.0,0.0,6.0,125.0,98.0,2422.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,383.54545454545456,15.636363636363637
Brincanguro,5,79,8,154,8,176,8,186,8,189,8,179,8.0,190.0,8.0,185.0,0.0,0.0,7.0,164.0,98.0,2208.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,337.27272727272725,15.090909090909092
Moto Bala,12,110,20,230,20,234,20,238,20,236,20,233,20.0,238.0,20.0,235.0,0.0,0.0,19.0,224.0,244.0,2853.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,439.1818181818182,37.72727272727273
Convoy,4,13,13,37,13,71,14,75,15,105,14,68,16.0,84.0,17.0,81.0,0.0,0.0,0.0,0.0,106.0,534.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,97.0909090909091,19.272727272727273
Bumpercitos,5,12,6,46,5,68,5,69,7,90,6,65,7.0,84.0,6.0,76.0,0.0,0.0,0.0,0.0,47.0,510.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,92.72727272727273,8.545454545454545
Bici Magica,3,12,6,38,12,77,9,60,11,74,11,90,11.0,67.0,10.0,90.0,0.0,0.0,0.0,0.0,73.0,508.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,92.36363636363636,13.272727272727273
Polo Norte,5,9,7,27,10,52,10,61,9,45,10,36,10.0,43.0,10.0,34.0,0.0,0.0,0.0,0.0,71.0,307.0,2024-09-07,False,Ninguno,22.0,17.0,Patchy rain possible,0,55.81818181818182,12.909090909090908
